"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Perillic acid","Com_1956_neg","Perillic acid","C10 H14 O2",166.09937,6.422,165.09208,"Full match","No results","Full match","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Menthane monoterpenoids",8412987.96000001,11086377.24,9051890.33399999,10219900.62,8922304.49599999,9219511.43400001,10665874.04,9121458.132,23.1954907105051,23.1720863977378,0.0234043127672692,0.868972380836396,0.468692582252749,"stable",0.171202467217249
"N-Acetylcysteine","Com_2001_neg","N-Acetylcysteine","C5 H9 N O3 S",163.03031,3.704,162.02303,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-L-alpha-amino acids",10810324.24,17112026.52,11658337.79,16458162.82,15867843.92,21078359.88,15270062.84,2580007.244,23.4768616737352,23.6230908398539,-0.146229166118708,0.813345922220937,0.45225874539572,"stable",0.15724399390454
"Imidazoleacetic acid","Com_2010_neg","Imidazoleacetic acid","C5 H6 N2 O2",126.04295,4.869,125.03567,"Full match","No results","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazolyl carboxylic acids and derivatives",4318186.34,4243713.766,4916674.69600001,4236043.87200001,4493286.682,6075471.452,5675352.761,5080881.039,22.2722233218587,22.0960471547861,0.176176167072658,0.18843486770931,0.215059266738267,"stable",0.906844513410772
"Levodopa","Com_2013_neg","Levodopa","C9 H11 N O4",197.06864,2.387,196.06136,"No results","No results","Full match",NA,NA,NA,NA,4251843.845,3846849.469,4148801.737,4052972.334,4179937.1,4533232.592,4278066.382,4963079.162,22.0658077853471,21.9597221375934,0.106085647753694,0.168178558253788,0.204547096047413,"stable",0.982927781308655
"LPI 20:4","Com_2015_neg","LPI 20:4","C29 H49 O12 P",620.29661,9.314,619.28933,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",5781588.19900001,5527965.61,4457823.135,3485277.286,6808622.08999999,2548125.003,1770194.286,7965026.63,21.8787004190843,22.3164198605962,-0.437719441511902,0.357961125681841,0.287555597836163,"stable",0.604853064373042
"5-Hydroxytryptophol","Com_2044_neg","5-Hydroxytryptophol","C10 H11 N O2",177.07909,5.651,176.07182,"No results","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Hydroxyindoles","Hydroxyindoles",2759202.767,2644210.322,1897072.762,1942194.483,1563881.368,2104845.96,2937628.652,4743014.824,21.2269665331802,21.1951897123538,0.031776820826444,0.925830989332472,0.48450162714877,"stable",0.0654193404714811
"N-Sulfo-glucosamine sodium salt","Com_2046_neg","N-Sulfo-glucosamine sodium salt","C6 H12 N Na O8 S",281.01809,1.539,280.01081,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Hexoses",18179104.33,25732274.5,15505180.48,8509409.83699999,9649335.524,20850882.52,12641499.48,15153670.38,23.5962118255305,24.2063668054515,-0.610154979920985,0.105646579953172,0.17396091987997,"stable",1.15658470553422
"D-Mannitol 1-phosphate","Com_2098_neg","D-Mannitol 1-phosphate","C6 H15 O9 P",262.04852,5.253,261.04124,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharide phosphates",5704305.515,5768800.349,6810744.239,7482016.19600001,8503542.47099999,11576616.17,9046291.16700001,13772944.71,23.2287134391718,22.5342802504356,0.694433188736173,0.00929216869112111,0.0849249242025531,"up",1.56275594551892
"Dantron","Com_2109_neg","Dantron","C14 H8 O4",240.04156,1.678,239.03429,"Full match","No results","No results","Benzenoids","Anthracenes","Anthraquinones","Anthraquinones",19201706.02,35227420.86,32161524.01,21504070.12,36836005.22,23826440.25,20467528.54,2246036.587,23.8769126693382,24.7345863713198,-0.857673701981614,0.310413746534569,0.265674073076047,"stable",0.673378511758381
"LPE O-20:1","Com_2122_neg","LPE O-20:1","C25 H52 N O6 P",493.3533,11.314,492.34602,"No results","Full match","No results",NA,NA,NA,NA,14590363.19,12203326.16,9188113.34000001,10059057.71,11486354.15,7346964.41,8245398.079,15348374.18,23.274173304288,23.4902069239166,-0.216033619628547,0.457542347173383,0.326552164775649,"stable",0.582920565559509
"alpha-Ketoglutaric acid","Com_2138_neg","alpha-Ketoglutaric acid","C5 H6 O5",146.02158,1.682,145.0142,"No results","No results","Full match","Organic acids and derivatives","Keto acids and derivatives","Gamma-keto acids and derivatives","Gamma-keto acids and derivatives",14972582.38,42585073.08,40641214.94,47426861.39,39042440.02,31882802.63,62683195.16,38004183.45,25.3450492697545,24.8187014731462,0.52634779660837,0.399572917613321,0.304982617276203,"stable",0.898204763650075
"ethyl 2-cyano-3-(tetrahydro-3-thiophenylamino)acrylate","Com_2167_neg","ethyl 2-cyano-3-(tetrahydro-3-thiophenylamino)acrylate","C10 H14 N2 O2 S",226.07927,6.36,225.07199,"Invalid mass","No results","No results",NA,NA,NA,NA,198386.9782,192223.3349,209115.5944,198794.7775,1589248.009,181871.8103,191480.057,155835.7681,18.0939794192773,17.6081076301631,0.485871789114213,0.483563340263259,0.335349083665889,"stable",0.455183787951934
"LPC 12:0","Com_2231_neg","LPC 12:0","C20 H42 N O7 P",485.27585,7.817,484.26858,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1794528.342,1658226.783,1704271.822,1582043.398,1553167.837,2463580.498,1129419.387,2504321.151,20.751120651448,20.7123690663859,0.0387515850621512,0.869333293528546,0.468795988221684,"stable",0.106677357394577
"(±)9(10)-DiHOME","Com_2268_neg","(±)9(10)-DiHOME","C18 H34 O4",296.23495,8.245,295.22767,"Invalid mass","No results","No match",NA,NA,NA,NA,6281130.302,5980161.37099999,7744632.314,7357475.095,7224141.51899999,6515613.60900001,7856667.142,8736291.721,22.8389438555984,22.6597036894734,0.179240166125059,0.260900866889653,0.243973434044189,"stable",0.998894636191556
"LPE O-18:1","Com_2298_neg","LPE O-18:1","C23 H48 N O6 P",465.32196,10.113,464.31468,"No results","Full match","No results",NA,NA,NA,NA,16451306.38,15174520.76,11289244.48,6570274.458,7963611.90900001,5888097.494,3609709.267,11728335.49,22.6657659951591,23.7517640122412,-1.0859980170821,0.0158072456459281,0.100427505018482,"down",1.48664514133247
"LNAPE 18:1/N-18:0","Com_2336_neg","LNAPE 18:1/N-18:0","C41 H80 N O8 P",745.56285,11.813,744.55553,"No results","Full match","No results",NA,NA,NA,NA,35384119.88,27689026.07,28207426.44,22925878.51,27167362.13,24836441.04,18419438.37,19598050.05,24.4141464953134,24.8496604606786,-0.435513965365185,0.0369498636845432,0.123168937060081,"down",1.46327059563626
"Glu-Thr","Com_2337_neg","Glu-Thr","C9 H16 N2 O6",248.10076,1.512,247.09349,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",1389429.834,2539165.011,2954955.484,2579886.297,3666547.621,7798140.826,5721805.238,3675403.309,22.0514151550325,21.058896412836,0.992518742196509,0.0748079615568181,0.157309345686784,"stable",1.33455408705318
"4-Pyridoxic acid","Com_2378_neg","4-Pyridoxic acid","C8 H9 N O4",183.05321,5.789,164.03537,"No results","No results","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxylic acids",11823333.21,11445304.26,11029138.53,8723407.578,8668816.91700001,10588408.3,9759866.83000001,10710059.17,23.2021479188093,23.4460675771374,-0.24391965832805,0.0174581148218736,0.102962402216814,"stable",1.469120896784
"Perfluorooctanoic acid (PFOA)","Com_2381_neg","Perfluorooctanoic acid (PFOA)","C8 H F15 O2",413.97419,6.973,412.96691,"Full match","No results","No results","Organohalogen compounds","Alkyl halides","Alkyl fluorides","Perfluoroalkyl carboxylic acid and derivatives",965091.7674,7110082.937,8881645.48999999,11838806.74,8545531.657,5909763.327,5254976.857,11361387.23,22.9562633456449,21.9080457063624,1.04821763928249,0.412546172496365,0.310065981705992,"stable",0.925759515520991
"3-Methylindole","Com_2444_neg","3-Methylindole","C9 H9 N",131.07355,5.655,176.07175,"No results","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indoles","3-methylindoles",2840960.606,2714602.854,1979161.572,1999805.841,1598463.276,2141388.041,2937628.652,4743014.824,21.2466782091611,21.2422383586297,0.00443985053132323,0.98930281737555,0.501073851307225,"stable",0.00940079694813241
"1-(4-Methoxyphenyl)-2-propanone","Com_2453_neg","1-(4-Methoxyphenyl)-2-propanone","C10 H12 O2",164.08376,6.451,163.0765,"No results","No results","Full match",NA,NA,NA,NA,1212644.684,1239957.79,1500786.71,807644.9319,1045262.048,1047775.479,1712749.743,989279.843999999,20.0483190320088,20.3229575216348,-0.274638489626,0.228235944580826,0.232347825093944,"stable",0.813723642193971
"PE 18:1_20:4","Com_2495_neg","PE 18:1_20:4","C43 H76 N O8 P",765.53188,8.851,764.52461,"No results","Full match","No results",NA,NA,NA,NA,4151660.528,35441551.06,24863541.41,26673932.23,12940746.76,14130247.5,12671633.8,10269445.62,23.7867164599304,23.8772413077242,-0.0905248477938052,0.934372023557029,0.486795474250531,"stable",0.0954931490715503
"Cer 18:1;2O/16:0","Com_2498_neg","Cer 18:1;2O/16:0","C34 H67 N O3",537.51207,11.073,582.51029,"No results","Full match","No results",NA,NA,NA,NA,11624686.73,11133269.29,16559079.52,10347250.29,9070954.10299999,5070820.565,5235440.593,2293803.073,22.4277088790479,23.6200605375722,-1.19235165852421,0.0344292117964339,0.120311968300649,"down",1.33976456280678
"2'-O-Methyladenosine","Com_2553_neg","2'-O-Methyladenosine","C11 H15 N5 O4",281.11099,1.476,280.10372,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Purine nucleosides","Not available","Purine nucleosides",3100954.738,2537710.507,6149943.50599999,3408773.133,4812569.129,3328080.388,8014084.173,8904637.90600001,22.3171375176017,21.7971729450316,0.519964572570093,0.343086233151137,0.280873858630606,"stable",0.78871018124697
"LPI 18:3","Com_2569_neg","LPI 18:3","C27 H47 O12 P",594.28093,8.911,593.27365,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",260525.2566,365740.1063,406175.9749,639331.120999999,830034.6105,389117.9382,236692.625,630397.2885,18.9274841525233,18.3677561367769,0.559728015746373,0.187293437413256,0.21450148213723,"stable",0.894201227577946
"LPE 20:3","Com_2589_neg","LPE 20:3","C25 H46 N O7 P",503.30145,9.58,502.29418,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",3984244.416,2870337.915,2671703.949,3220985.597,5045986.487,2109846.841,6768798.857,4104875.068,21.9107715666469,21.5759975344878,0.334774032159057,0.358923218402356,0.28797914723705,"stable",0.635967852030953
"LPG 22:6","Com_2640_neg","LPG 22:6","C28 H45 O9 P",556.28018,9.337,555.2729,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",3733341.068,3839134.248,2761487.856,2101553.872,2838748.941,1388270.054,2086204.64,4303163.21,21.1748242053085,21.7004666053397,-0.525642400031195,0.143577262389726,0.192930430956591,"stable",0.97750621122699
"LPI 14:0","Com_2682_neg","LPI 14:0","C23 H45 O12 P",544.26501,8.682,543.25773,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",2147776.534,1784794.282,2408075.043,2150926.946,2491774.95,2132090.271,698947.294,2491393.764,20.7944904600566,21.0003959172653,-0.205905457208736,0.602508485112344,0.379515941616792,"stable",0.346018169666673
"LPG 16:0","Com_2704_neg","LPG 16:0","C22 H45 O9 P",484.28033,9.981,483.27305,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",9263750.08900001,8944106.98900001,5974809.03600001,4417119.701,6629653.04100001,2975697.88,1574886.853,8360173.037,21.964378237885,22.9153773635459,-0.950999125660864,0.0963844409850769,0.169771792427281,"stable",1.0882365477613
"LPA 16:0","Com_2748_neg","LPA 16:0","C19 H39 O7 P",410.24362,9.537,409.23634,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1,2-diacylglycerol-3-phosphates",628762.248900001,658399.2684,526921.1291,513195.4453,691540.129500001,386973.9264,174444.9388,1010238.65,18.857831210605,19.1993285960055,-0.341497385400501,0.476554599113953,0.33302904662594,"stable",0.466133958815978
"L-Malate","Com_2796_neg","L-Malate","C4 H6 O5",134.02154,4.985,133.01426,"No results","No results","Full match","Organic acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives","Beta hydroxy acids and derivatives",3111386.694,9011066.02499999,9909674.53800001,6414956.04899999,6451505.697,13404008.75,9078612.65,10345902.79,23.0653940493135,22.6375996275442,0.427794421769232,0.517297740637771,0.346038202614859,"stable",0.681089434240318
"LPS 19:0","Com_2815_neg","LPS 19:0","C25 H50 N O9 P",539.32245,10.517,538.31517,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",1449215.129,1084956.289,953601.592499999,3507768.619,3289348.822,1450578.888,1685790.477,3951432.841,21.2917256650646,20.1263576500837,1.16536801498081,0.0156546043113714,0.100173204060441,"up",1.48877756771613
"LPC 14:1","Com_2828_neg","LPC 14:1","C22 H44 N O7 P",511.29099,8.1,510.28372,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",530648.2763,778079.206600001,561676.4241,967132.292099999,804846.522199999,1669887.29,996383.6324,1446907.52,20.1127820549418,19.2287778764798,0.884004178461982,0.015735195711281,0.100307923777749,"up",1.54339537595468
"2-(3,4-dimethoxyphenyl)ethanamine","Com_2843_neg","2-(3,4-dimethoxyphenyl)ethanamine","C10 H15 N O2",181.1103,6.583,180.10302,"No results","No results","Full match",NA,NA,NA,NA,4687498.577,2982632.584,5158402.824,2683857.077,4141499.011,2800575.42,3421949.5,3219287.367,21.6159173700553,21.9890115564432,-0.373094186387931,0.262225634942555,0.244405106649026,"stable",1.08645305438903
"2-deoxyglucose-6-phosphate","Com_2855_neg","2-deoxyglucose-6-phosphate","C6 H13 O8 P",244.03475,1.466,243.02748,"No results","No results","Full match","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Monoalkyl phosphates",802223.2494,779396.0504,859602.058800001,1143610.584,889165.953100001,1598930.67,847946.400700001,1106887.084,20.0535247514009,19.6329835866261,0.420541164774793,0.0594221973487593,0.144998235636753,"stable",1.22173313862714
"Guanosine 5'-diphospho-??-L-fucose","Com_2877_neg","Guanosine 5'-diphospho-??-L-fucose","C16 H25 N5 O15 P2",589.08285,4.455,588.07558,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine nucleotide sugars","Purine nucleotide sugars",20778036.4,19443646.11,21945984.58,23416239.45,19438157.15,22197551.5,23461618.11,21049960.57,24.3816809542532,24.3029350303576,0.0787459238956068,0.320028509669502,0.270107878885021,"stable",0.757832419155934
"6-(2-furyl)-2-hydroxy-4-(2-thienyl)nicotinonitrile","Com_2887_neg","6-(2-furyl)-2-hydroxy-4-(2-thienyl)nicotinonitrile","C14 H8 N2 O2 S",268.02732,5.069,267.01994,"Invalid mass","No results","No results",NA,NA,NA,NA,8681342.62800001,7935454.366,9279389.71300001,8289586.399,7839999.767,7689930.82,8191513.86199999,9456928.52499999,22.9796937982153,23.0383222155082,-0.0586284172929581,0.518483033825527,0.346400024066783,"stable",0.539760103888084
"Ala-trp","Com_2959_neg","Ala-trp","C14 H17 N3 O3",275.12633,6.075,136.55589,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",401365.6578,913721.943400001,1940874.228,1363882.397,2992685.811,608312.5358,1374749.509,209933.4468,19.835412055012,19.768076177619,0.0673358773930488,0.944575187951683,0.489509097778994,"stable",0.054915047464261
"Prostaglandin A2","Com_3022_neg","Prostaglandin A2","C20 H30 O4",334.21459,7.269,333.20739,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1756915.891,1779366.043,1842307.814,1683691.151,7041445.371,1558831.293,3645200.523,1746696.777,21.3072868245203,20.7735427628086,0.53374406171174,0.275311417470379,0.248605626931096,"stable",0.713867365793536
"Asaraldehyde","Com_3043_neg","Asaraldehyde","C10 H12 O4",196.07338,6.579,195.06611,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoyl derivatives","Benzoyl derivatives",11214078.54,13444550.24,12689307.1,10960194.27,10172787.67,13054975.15,13102363.97,9830609.47999999,23.4348502761574,23.5654786194355,-0.130628343278136,0.308466347304784,0.264773966765968,"stable",0.751673852200234
"Ala-Leu","Com_3108_neg","Ala-Leu","C9 H18 N2 O3",202.1318,5.185,201.12453,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",4703841.74100001,4588044.192,5423278.42000001,4572207.06599999,5083276.516,5636743.95500001,4607040.242,5516348.45200001,22.2717816251833,22.2218632515781,0.0499183736051698,0.634047061935609,0.391602328474778,"stable",0.393791528715248
