"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_2w_1","MV4_11_2w_2","MV4_11_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"N-Sulfo-glucosamine sodium salt","Com_2046_neg","N-Sulfo-glucosamine sodium salt","C6 H12 N Na O8 S",281.01809,1.539,280.01081,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Hexoses",11005326.92,11008231.65,7337110.03,11147362.99,10635398.14,9047697.257,23.2872296880639,23.196852851621,0.0903768364428963,0.490033370053177,0.511527111975126,"stable",0.373421480162272
"D-Mannitol 1-phosphate","Com_2098_neg","D-Mannitol 1-phosphate","C6 H15 O9 P",262.04852,5.253,261.04124,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharide phosphates",8482857.52700001,9875488.45099999,5644583.26,11661604.04,10639613.47,13766227.83,23.5109450890808,22.8933250723701,0.617620016710649,0.21911327646632,0.433105396041717,"stable",1.38107438568687
"Dantron","Com_2109_neg","Dantron","C14 H8 O4",240.04156,1.678,239.03429,"Full match","No results","No results","Benzenoids","Anthracenes","Anthraquinones","Anthraquinones",2428458.326,2305002.564,1730117.019,2395275.287,3339148.3,2172690.331,21.3046199715422,21.0234614707761,0.281158500766178,0.224467488671839,0.435985772378136,"stable",0.914436041125607
"LPE O-20:1","Com_2122_neg","LPE O-20:1","C25 H52 N O6 P",493.3533,11.314,492.34602,"No results","Full match","No results",NA,NA,NA,NA,784262.4879,1004701.582,1240289.368,2119606.306,997911.076299999,1044869.562,20.3129360176777,19.9205193378626,0.392416679815081,0.533052103841311,0.525047328358236,"stable",0.800118264344781
"alpha-Ketoglutaric acid","Com_2138_neg","alpha-Ketoglutaric acid","C5 H6 O5",146.02158,1.682,145.0142,"No results","No results","Full match","Organic acids and derivatives","Keto acids and derivatives","Gamma-keto acids and derivatives","Gamma-keto acids and derivatives",8853500.54099999,10889378.58,11109863.6,26389186.35,25953618.49,28610388.97,24.6843038895996,23.2865242055564,1.3977796840432,0.00454802011129917,0.260321905136426,"up",1.79447453272529
"ethyl 2-cyano-3-(tetrahydro-3-thiophenylamino)acrylate","Com_2167_neg","ethyl 2-cyano-3-(tetrahydro-3-thiophenylamino)acrylate","C10 H14 N2 O2 S",226.07927,6.36,225.07199,"Invalid mass","No results","No results",NA,NA,NA,NA,13942199.13,138451.7058,1387091.914,139188.1361,311124.7277,153739.0077,17.5213113313048,20.4052033547019,-2.8838920233971,0.330164047671715,0.477598142299863,"stable",1.07898686410553
"LPC 12:0","Com_2231_neg","LPC 12:0","C20 H42 N O7 P",485.27585,7.817,484.26858,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",7234079.48100001,8226899.52199999,4709894.00099999,11213238.66,10490651.11,9395736.132,23.3016251140612,22.6418528573124,0.659772256748816,0.0717084795487844,0.357730344487194,"stable",1.43960246319265
"(±)9(10)-DiHOME","Com_2268_neg","(±)9(10)-DiHOME","C18 H34 O4",296.23495,8.245,295.22767,"Invalid mass","No results","No match",NA,NA,NA,NA,8032679.58399999,6075201.144,8283520.92000001,6258575.71199999,5513350.372,6452446.073,22.5311051829975,22.8179211102958,-0.286815927298303,0.0596978953013697,0.354003938762894,"stable",1.22034278586569
"LPE O-18:1","Com_2298_neg","LPE O-18:1","C23 H48 N O6 P",465.32196,10.113,464.31468,"No results","Full match","No results",NA,NA,NA,NA,558971.3638,1314716.018,1423069.178,3393662.272,1530284.614,1547537.767,20.9337744421502,19.9531029971741,0.980671444976117,0.350202016479166,0.483202253407758,"stable",1.17925058147623
"LNAPE 18:1/N-18:0","Com_2336_neg","LNAPE 18:1/N-18:0","C41 H80 N O8 P",745.56285,11.813,744.55553,"No results","Full match","No results",NA,NA,NA,NA,25816533.23,10369703.2,1483613.063,19944620.2,16355013.69,7024031.30999999,23.6521979304647,22.8094488857193,0.84274904474546,0.383314018965993,0.491409442361708,"stable",0.560538611895541
"Glu-Thr","Com_2337_neg","Glu-Thr","C9 H16 N2 O6",248.10076,1.512,247.09349,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",30092617.43,21506908.68,21905596.48,13510762.27,19816434.65,13150399.23,23.8588010273879,24.5286664201833,-0.669865392795455,0.156193471770572,0.392811758887222,"stable",1.46212874227247
"4-Pyridoxic acid","Com_2378_neg","4-Pyridoxic acid","C8 H9 N O4",183.05321,5.789,164.03537,"No results","No results","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxylic acids",12100284.15,10927184.62,9268903.29200001,11139468.78,9622087.251,10474448.09,23.3091554809945,23.3513077371843,-0.0421522561898229,0.740304105549138,0.588423440304022,"stable",0.296079854695334
"Perfluorooctanoic acid (PFOA)","Com_2381_neg","Perfluorooctanoic acid (PFOA)","C8 H F15 O2",413.97419,6.973,412.96691,"Full match","No results","No results","Organohalogen compounds","Alkyl halides","Alkyl fluorides","Perfluoroalkyl carboxylic acid and derivatives",8573055.32399999,5070174.93000001,11878304,5583490.151,5929770.105,5123628.365,22.4003383088397,22.9356025469661,-0.535264238126324,0.328353706444228,0.477065005314766,"stable",1.07886191576592
"3-Methylindole","Com_2444_neg","3-Methylindole","C9 H9 N",131.07355,5.655,176.07175,"No results","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indoles","3-methylindoles",10859882.4,6461958.79299999,2355584.081,7052615.32999999,4562683.744,12518622.08,22.8162501963168,22.3878995543646,0.428350641952168,0.707814184622625,0.577513012014862,"stable",0.485681282874424
"1-(4-Methoxyphenyl)-2-propanone","Com_2453_neg","1-(4-Methoxyphenyl)-2-propanone","C10 H12 O2",164.08376,6.451,163.0765,"No results","No results","Full match",NA,NA,NA,NA,1113887.778,1032067.086,4243821.455,1320909.317,1065859.218,1193599.279,20.1811908661337,20.6937367704629,-0.512545904329215,0.51937369263339,0.520519799370961,"stable",0.650844162355065
"PE 18:1_20:4","Com_2495_neg","PE 18:1_20:4","C43 H76 N O8 P",765.53188,8.851,764.52461,"No results","Full match","No results",NA,NA,NA,NA,41008703.3,41420298.34,26579719.8,32794602.01,5736323.71,134729285.4,24.808046091796,25.0856946532628,-0.277648561466869,0.870178692374902,0.626934789795247,"stable",0.188201240126054
"Cer 18:1;2O/16:0","Com_2498_neg","Cer 18:1;2O/16:0","C34 H67 N O3",537.51207,11.073,582.51029,"No results","Full match","No results",NA,NA,NA,NA,7744063.34099999,5540050.355,7404520.808,10251774.99,20264499.89,8159344.051,23.5072811211884,22.7020339743743,0.805247146814086,0.273340472101317,0.458287131248499,"stable",1.25443015175842
"2'-O-Methyladenosine","Com_2553_neg","2'-O-Methyladenosine","C11 H15 N5 O4",281.11099,1.476,280.10372,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Purine nucleosides","Not available","Purine nucleosides",9448528.42100001,9629451.16500001,537498.7099,7190943.68499999,9244251.315,18451362.61,23.3516995857768,21.802194043314,1.54950554246279,0.475492933567688,0.509140043323593,"stable",0.860563519908538
"LPI 18:3","Com_2569_neg","LPI 18:3","C27 H47 O12 P",594.28093,8.911,593.27365,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",5237567.655,4758615.696,4246071.862,8411366.90500001,7228737.748,8461368.60499999,22.9338935872196,22.1734244727957,0.760469114423824,0.0237816291717566,0.323608383596312,"up",1.74030401813945
"LPE 20:3","Com_2589_neg","LPE 20:3","C25 H46 N O7 P",503.30145,9.58,502.29418,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",2245240.334,2724685.765,3911971.116,6938239.311,2920593.302,3851423.986,22.0269762454124,21.4585203875923,0.568455857820069,0.396300426132349,0.494319293117668,"stable",0.991876606938113
"LPG 22:6","Com_2640_neg","LPG 22:6","C28 H45 O9 P",556.28018,9.337,555.2729,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",4833176.674,4008683.804,10717692.83,3714500.361,1973515.669,3545778.792,21.4982481275571,22.4975761782973,-0.999328050740203,0.104514236857498,0.363703432918597,"stable",1.25354605942024
"LPI 14:0","Com_2682_neg","LPI 14:0","C23 H45 O12 P",544.26501,8.682,543.25773,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",5733756.773,4810803.845,4199552.247,7093600.83699999,7847913.76000001,5596022.86800001,22.6926449682982,22.2168999693055,0.475744998992706,0.0574444446972425,0.353142368758076,"stable",1.40744016344746
"LPG 16:0","Com_2704_neg","LPG 16:0","C22 H45 O9 P",484.28033,9.981,483.27305,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",3137188.048,3466380.705,6108372.606,4806024.879,2436682.876,3611039.122,21.7322941259625,21.9494652988326,-0.217171172870088,0.658382435724015,0.561541221651342,"stable",0.462601130089915
"LPA 16:0","Com_2748_neg","LPA 16:0","C19 H39 O7 P",410.24362,9.537,409.23634,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1,2-diacylglycerol-3-phosphates",1503207.439,2003472.841,3006361.359,4108493.903,2476091.344,3021670.217,21.5789086950887,20.9910904003666,0.587818294722098,0.313195442435582,0.472410228668311,"stable",1.15050151164653
"L-Malate","Com_2796_neg","L-Malate","C4 H6 O5",134.02154,4.985,133.01426,"No results","No results","Full match","Organic acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives","Beta hydroxy acids and derivatives",9930368.45100001,9953848.73900001,6459836.07499999,12729227.58,10450086.5,10383065.95,23.4087940885687,23.0377683249516,0.371025763617073,0.171751179987017,0.402775625495238,"stable",1.14525031722109
"LPS 19:0","Com_2815_neg","LPS 19:0","C25 H50 N O9 P",539.32245,10.517,538.31517,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",293336.2425,471138.171,441135.9554,779268.306700001,394437.0298,647760.486099999,19.1554323431153,18.5862834434871,0.569148899628264,0.358270927632866,0.485315487988195,"stable",1.12169824587005
"LPC 14:1","Com_2828_neg","LPC 14:1","C22 H44 N O7 P",511.29099,8.1,510.28372,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",7684700.45699999,6689343.80699999,5489586.28400001,12678510.93,10207470.83,14082816.3,23.5421455418537,22.645085618863,0.89705992299065,0.0614814110421586,0.354643771113306,"stable",1.66547371818316
"2-(3,4-dimethoxyphenyl)ethanamine","Com_2843_neg","2-(3,4-dimethoxyphenyl)ethanamine","C10 H15 N O2",181.1103,6.583,180.10302,"No results","No results","Full match",NA,NA,NA,NA,3531972.338,3045811.802,3594690.028,5055184.514,3756162.887,5144437.212,22.134914115082,21.6892913084664,0.445622806615535,0.0248542416569831,0.325613848302327,"up",1.45908460018785
"2-deoxyglucose-6-phosphate","Com_2855_neg","2-deoxyglucose-6-phosphate","C6 H13 O8 P",244.03475,1.466,243.02748,"No results","No results","Full match","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Monoalkyl phosphates",7102497.43899999,7997245.74100001,5484449.88,15833646.68,13439541.52,12520325.09,23.7247465004182,22.6926274173181,1.03211908310012,0.0183949229537978,0.310626616637016,"up",1.70661843655096
"Guanosine 5'-diphospho-??-L-fucose","Com_2877_neg","Guanosine 5'-diphospho-??-L-fucose","C16 H25 N5 O15 P2",589.08285,4.455,588.07558,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine nucleotide sugars","Purine nucleotide sugars",20459701,17660680.26,13186534.71,17170586.67,17951642.15,16455416.82,24.0343692396219,24.0042938189883,0.0300754206335831,0.872361908807689,0.627520675481887,"stable",0.143636560444523
"6-(2-furyl)-2-hydroxy-4-(2-thienyl)nicotinonitrile","Com_2887_neg","6-(2-furyl)-2-hydroxy-4-(2-thienyl)nicotinonitrile","C14 H8 N2 O2 S",268.02732,5.069,267.01994,"Invalid mass","No results","No results",NA,NA,NA,NA,9952172.62,9277034.50600001,5199957.148,5444516.199,7786907.566,6502407.353,22.6338446679918,22.9006268863403,-0.266782218348542,0.519568447591936,0.520585373798722,"stable",0.677662331263586
"Ala-trp","Com_2959_neg","Ala-trp","C14 H17 N3 O3",275.12633,6.075,136.55589,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",802737.105699999,848560.688900001,613673.707200001,1736961.28,1011575.85,2154207.967,20.5716777788233,19.5121128756461,1.0595649031772,0.143041846156364,0.383735928534971,"stable",1.51012781879483
"Prostaglandin A2","Com_3022_neg","Prostaglandin A2","C20 H30 O4",334.21459,7.269,333.20739,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3739927.943,1934579.186,2268077.248,2058896.955,1674946.552,1925060.78,20.8418654637041,21.277068580615,-0.435203116910809,0.177909290808191,0.40699776828126,"stable",1.06824270800814
"Asaraldehyde","Com_3043_neg","Asaraldehyde","C10 H12 O4",196.07338,6.579,195.06611,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoyl derivatives","Benzoyl derivatives",8458818.40399999,9287905.35600001,6805883.681,5374082.954,11976935.42,11341649.58,23.1021565947037,22.9524325412585,0.14972405344518,0.753376395173028,0.592655900650686,"stable",0.337738829534646
"Ala-Leu","Com_3108_neg","Ala-Leu","C9 H18 N2 O3",202.1318,5.185,201.12453,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",9289166.75200001,8368087.301,4451661.148,7804410.289,7452968.80000001,7671809.64900001,22.8654591592189,22.7431655278385,0.122293631380359,0.748195560715845,0.590988939910928,"stable",0.32922408054106
"N1-[5-(3,5-dimethylpiperidino)-4-fluoro-2-nitrophenyl]acetamide","Com_3145_neg","N1-[5-(3,5-dimethylpiperidino)-4-fluoro-2-nitrophenyl]acetamide","C15 H20 F N3 O3",309.14812,5.51,308.14084,"Full match","No results","No results",NA,NA,NA,NA,6127922.625,7269350.837,4449107.603,6180159.601,5359744.142,4725442.74899999,22.3616544815967,22.4751487717251,-0.113494290128372,0.561544679894197,0.533995897494114,"stable",0.425332304702125
"LNAPE 16:0/N-16:0","Com_3177_neg","LNAPE 16:0/N-16:0","C37 H74 N O8 P",691.51586,11.163,690.50859,"No results","Full match","No results",NA,NA,NA,NA,25758885.78,19003924.32,10602257.18,19018144.7,36372573.86,32176976.96,24.7455821051008,24.0454096636326,0.700172441468165,0.363831301380852,0.486727414846512,"stable",1.08182303556259
"PC 16:1_20:4","Com_3222_neg","PC 16:1_20:4","C44 H78 N O8 P",825.55276,9.847,824.54548,"No results","Invalid mass","No results",NA,NA,NA,NA,25796892.21,25492997.54,19606837.57,40711461.93,50121116.23,19600042.02,25.0274001045466,24.4830483811784,0.544351723368251,0.19870878326858,0.421128127612261,"stable",0.971321315273037
"Boldione","Com_3264_neg","Boldione","C19 H24 O2",284.17721,8.522,283.16993,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",81043.7620600001,76376.6814,1141277.373,73227.28674,81730.6514,88456.27625,16.3037867410475,17.5498253909179,-1.24603864987037,0.415712736271702,0.49838694194057,"stable",0.791173156328579
"N-Acetyl-L-carnosine","Com_3274_neg","N-Acetyl-L-carnosine","C11 H16 N4 O4",268.11355,6.865,267.10628,"Invalid mass","No results","No results",NA,NA,NA,NA,986695.198500001,929113.118800001,11569228.6,873768.2121,974631.1022,943309.918400001,19.8262533812032,21.0671763430158,-1.24092296181261,0.406476183788289,0.496491676783522,"stable",0.835237036699804
"α-Estradiol","Com_3282_neg","α-Estradiol","C18 H24 O2",272.17389,5.423,271.16662,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",496078.5206,337036.8605,5853469.01700001,456294.7388,415888.6759,401621.6234,18.6936405972594,19.9212054246456,-1.22756482738618,0.451887425614753,0.505180611770167,"stable",0.78052740506215
"Undecanedioic acid","Com_3301_neg","Undecanedioic acid","C11 H20 O4",216.13621,6.015,197.11834,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",5670071.679,4007121.676,2925865.232,3643389.841,4024287.396,6845632.183,22.1479680655374,21.9498341060773,0.198133959460041,0.751753482646012,0.592135183406465,"stable",0.442595528177701
"(±)12(13)-DiHOME","Com_3307_neg","(±)12(13)-DiHOME","C18 H34 O4",314.24587,7.484,313.2386,"Full match","No results","Full match",NA,NA,NA,NA,9841802.96600001,8120789.74,34511110.45,8179192.85500001,5726295.52100001,8337855.87100001,22.8013142497773,23.7414124557837,-0.9400982060064,0.234535176420649,0.441139559867657,"stable",1.03596838304563
