"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"LNAPE 16:0/N-16:0","Com_3177_neg","LNAPE 16:0/N-16:0","C37 H74 N O8 P",691.51586,11.163,690.50859,"No results","Full match","No results",NA,NA,NA,NA,28823864.46,27339873.47,15874444.75,13454428.61,11858448.53,23.590494861216,24.4684888207772,-0.877993959561223,0.0746336767397702,0.247713834337006,"stable",1.26204259185383
"PC 16:1_20:4","Com_3222_neg","PC 16:1_20:4","C44 H78 N O8 P",825.55276,9.847,824.54548,"No results","Invalid mass","No results",NA,NA,NA,NA,29766716.23,35499314.78,23947149.16,25417721.56,20420734.82,24.4414314113725,24.8072783881219,-0.365846976749435,0.215359416659053,0.308434269210086,"stable",1.01804672933116
"Boldione","Com_3264_neg","Boldione","C19 H24 O2",284.17721,8.522,283.16993,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Androstane steroids","Androgens and derivatives",123212.9859,124130.4643,110678.3651,108606.6892,113083.5576,16.7578915439624,16.8627687347958,-0.104877190833403,0.187941195761118,0.300205850623695,"stable",0.994751895964029
"N-Acetyl-L-carnosine","Com_3274_neg","N-Acetyl-L-carnosine","C11 H16 N4 O4",268.11355,6.865,267.10628,"Invalid mass","No results","No results",NA,NA,NA,NA,1370089.205,2239216.742,1302907.218,1185626.713,1309841.109,20.2490894060786,20.5979013554187,-0.348811949340131,0.295269667407632,0.324957307349529,"stable",0.814362064394024
"α-Estradiol","Com_3282_neg","α-Estradiol","C18 H24 O2",272.17389,5.423,271.16662,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",294810.2279,172594.4505,201188.3187,170075.2515,175037.8106,17.396560384642,17.7282135401577,-0.331653155515689,0.285089899245438,0.323290682328785,"stable",0.840142229053786
"Undecanedioic acid","Com_3301_neg","Undecanedioic acid","C11 H20 O4",216.13621,6.015,197.11834,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",3620848.497,3423448.881,4973953.368,4822861.68900001,5038105.45299999,22.2329539474995,21.9136256577568,0.319328289742682,0.19408928290845,0.302211838382699,"stable",1.00122617606514
"(±)12(13)-DiHOME","Com_3307_neg","(±)12(13)-DiHOME","C18 H34 O4",314.24587,7.484,313.2386,"Full match","No results","Full match",NA,NA,NA,NA,8884944.15799999,9066352.504,8976040.12800001,9101611.241,8175341.728,23.0402690702183,23.0975565991641,-0.0572875289458032,0.593914961215614,0.440242849620008,"stable",0.76071853069873
"Ferulic acid","Com_3338_neg","Ferulic acid","C10 H10 O4",194.05528,5.632,193.04788,"Invalid mass","No results","No results","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acids",3522028.242,3427609.122,3589715.651,3087986.973,3220462.708,21.5885358955703,21.7440614506566,-0.155525555086246,0.0578804685253621,0.238449477630138,"stable",1.4513868029337
"Fenamiphos","Com_3340_neg","Fenamiphos","C13 H22 N O3 P S",303.10661,2.022,302.09933,"Full match","No results","No results","Benzenoids","Benzene and substituted derivatives","Phenoxy compounds","Phenoxy compounds",7092698.578,6820366.03399999,6750155.983,10953314.28,12082651.61,23.4556489479317,22.7152701179816,0.74037882995011,0.0427290156817845,0.225147957984362,"up",1.53514304799448
"N-(1-adamantyl)-N'-(2,2-diethoxyethyl)thiourea","Com_3404_neg","N-(1-adamantyl)-N'-(2,2-diethoxyethyl)thiourea","C17 H30 N2 O2 S",326.20216,6.973,325.19488,"Full match","No results","No results",NA,NA,NA,NA,160181.6735,154660.5447,152021.2168,134914.243,143516.883,17.0862720369356,17.2473361356654,-0.161064098729735,0.119615402329103,0.273928184127258,"stable",1.4018270495729
"Royal jelly acid","Com_3451_neg","Royal jelly acid","C10 H18 O3",186.12569,6.649,185.11841,"No results","No results","Full match","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives",7966672.13399999,6887629.903,5152655.446,8293294.286,5859996.66,22.7329911340078,22.6460022193069,0.0869889147009211,0.805292042441003,0.516067547542367,"stable",0.253515993617315
"LPS 18:3","Com_3463_neg","LPS 18:3","C24 H42 N O9 P",519.25752,9.538,518.25025,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",498270.774799999,416403.7971,420634.5947,358196.4874,481572.8662,18.663893122849,18.7588007044845,-0.0949075816355318,0.736371112435219,0.493705720094443,"stable",0.424237973879465
"Agnuside","Com_3480_neg","Agnuside","C22 H26 O11",466.15272,6.779,465.14545,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides",690306.1764,563989.346499999,398531.9861,362201.4003,261115.1058,18.2303794971651,19.0355070820824,-0.805127584917244,0.104862190571227,0.266842382970023,"stable",1.24248761192917
"PS 18:0_16:1","Com_3491_neg","PS 18:0_16:1","C40 H76 N O10 P",761.52507,11.728,760.5178,"No results","Invalid mass","No results",NA,NA,NA,NA,1114522.185,623455.362799999,1064518.816,966377.5343,5515940.912,21.1387014812316,19.7865635565898,1.35213792464175,0.47178277508357,0.387804174814035,"stable",0.954535602737225
"16α-Hydroxyestrone","Com_3535_neg","16α-Hydroxyestrone","C18 H22 O3",286.15296,5.293,285.14568,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",3156352.916,2894989.037,3005993.325,2751405.696,3558263.339,21.5772396525802,21.5247879741825,0.052451678397734,0.825091519714278,0.522130941381538,"stable",0.315003324385714
"Rifampicin","Com_3602_neg","Rifampicin","C43 H58 N4 O12",822.40545,6.833,821.39818,"Full match","No results","No results","Phenylpropanoids and polyketides","Macrolactams","Not available","Macrolactams",2464070.806,1976456.96,2421224.231,1365777.017,4398263.385,21.2248965507225,21.1181342180753,0.106762332647211,0.919985164315726,0.549201481078012,"stable",0.14804065819429
"ST 27:1;O;S","Com_3751_neg","ST 27:1;O;S","C27 H46 O4 S",466.31206,7.479,465.30478,"No results","Full match","Full match",NA,NA,NA,NA,65314725.7799999,63824428.79,84087663.2,72530903.5400001,59304680.4599999,25.9668675597874,26.071300387819,-0.104432828031566,0.634568662968129,0.456617564181997,"stable",0.453847727622072
"Dimetghyl 4-Hydroxyisophthalate","Com_3762_neg","Dimetghyl 4-Hydroxyisophthalate","C10 H10 O5",210.05283,5.598,209.04545,"No results","No results","Full match",NA,NA,NA,NA,8604380.35100001,8500502.61900001,8998309.83100001,7441853.96399999,8280233.59599999,22.9042353435436,23.0523263993449,-0.14809105580126,0.283345868090148,0.322994931751992,"stable",1.22823166384827
"FAHFA 16:0/18:2","Com_3785_neg","FAHFA 16:0/18:2","C34 H62 O4",534.46248,10.439,533.4552,"No results","Full match","No results",NA,NA,NA,NA,3772280.724,3485480.344,2189658.853,2082600.443,2186720.23,21.0251459348258,21.5474021194124,-0.522256184586588,0.16408184697488,0.291328976144997,"stable",1.06812013949044
"Sebacic acid","Com_3787_neg","Sebacic acid","C10 H18 O4",202.12066,6.71,201.11338,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",3690302.694,3070472.438,13345209.98,11691438.53,3403301.09,22.5887262387923,22.3450518728037,0.243674365988642,0.846004740834812,0.528372561031491,"stable",0.19898175097278
"(+/-)-Equol","Com_3842_neg","(+/-)-Equol","C15 H14 O3",242.0944,7.204,241.08712,"No results","No results","Full match","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavans","Isoflavanols",3436701.385,4179479.336,3348884.761,3540301.932,2976963.483,21.6304255340992,21.7942447231189,-0.163819189019748,0.404788725031708,0.364812619157456,"stable",0.788206261727011
"Pentadecanoic Acid","Com_3890_neg","Pentadecanoic Acid","C15 H30 O2",144.11512,6.81,287.22296,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",16658504.92,18263181.44,18030106.1,17006012.72,17687506.69,24.0478844720747,24.0720316365842,-0.0241471645094649,0.663692459498005,0.467771297882312,"stable",0.364814979522441
"4-(octyloxy)benzoic acid","Com_3935_neg","4-(octyloxy)benzoic acid","C15 H22 O3",250.16012,8.042,249.15284,"Invalid mass","No results","No results",NA,NA,NA,NA,637609.1214,752025.157899999,716800.552599999,611484.610600001,400162.1651,18.9160909539096,19.4179821223379,-0.501891168428262,0.337822805193823,0.338180912848749,"stable",1.18251864408837
"13(S)-HOTrE","Com_3949_neg","13(S)-HOTrE","C18 H30 O3",294.21971,7.788,293.21244,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",7761434.136,8085606.68299999,4706973.905,6542259.55999999,7332179.07999999,22.7235840798413,22.6670616145898,0.0565224652514758,0.847368485124234,0.52877391699996,"stable",0.152682579934966
"D-Ala-D-Ala","Com_3952_neg","D-Ala-D-Ala","C6 H12 N2 O3",160.08472,1.467,159.07744,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",6212908.062,8847296.229,5485961.839,5232718.41699999,4813837.494,22.2589426026947,22.6769852096946,-0.418042606999943,0.173532472105253,0.295071908475926,"stable",1.03228590187786
"Saccharin","Com_3988_neg","Saccharin","C7 H5 N O3 S",182.99917,4.878,181.99189,"Full match","No results","No results","Organoheterocyclic compounds","Benzothiazoles","Not available","Benzothiazoles",174690.7816,912585.347700001,176191.382,166178.4923,170524.4329,17.3609965432943,18.2136092509986,-0.852612707704239,0.394786052090286,0.361177157487843,"stable",0.671658043038621
"LPE O-15:1","Com_3998_neg","LPE O-15:1","C20 H42 N O6 P",423.27515,9.412,422.26787,"No results","Full match","No results",NA,NA,NA,NA,2784976.395,2435470.604,1873916.861,1428710.129,2092881.948,20.7216706564921,21.1542094415885,-0.43253878509638,0.326879003593533,0.333372847809272,"stable",0.994661561621606
"PE 18:1_22:6","Com_4024_neg","PE 18:1_22:6","C45 H76 N O8 P",789.53217,11.488,788.52496,"No results","Full match","No results",NA,NA,NA,NA,9641706.263,9366555.594,9571156.811,8347768.273,2496442.109,22.122200571763,23.1834020361575,-1.06120146439456,0.437415894126624,0.375953089270268,"stable",1.06388322733285
"Cyclohexaneacetic acid","Com_4038_neg","Cyclohexaneacetic acid","C8 H14 O2",142.09949,5.649,141.09221,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acids","Carboxylic acids",3721075.288,2795471.294,3264947.177,2746135.85,3030384.885,21.4600205876793,21.6268588232668,-0.166838235587452,0.317424760951737,0.330593783160579,"stable",0.789258481007514
"LPI 22:6","Com_4063_neg","LPI 22:6","C31 H49 O12 P",644.29702,9.246,643.28975,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",1288628.319,1166623.919,859593.766499999,1287853.121,1944977.537,20.5939293480628,20.0548694659041,0.539059882158639,0.278527867875125,0.322161573189877,"stable",1.08562162859426
"3-Ureidopropionic acid","Com_4103_neg","3-Ureidopropionic acid","C4 H8 N2 O3",132.05352,1.577,131.04624,"Full match","No results","Full match","Organic acids and derivatives","Organic carbonic acids and derivatives","Ureas","Ureas",9898316.74699999,10408696.67,11369243.62,11006715.75,13896275.83,23.5600378386558,23.3295569387231,0.230480899932743,0.384988791620995,0.357508183675461,"stable",1.04307008255492
"13,14-dihydro-15-keto-tetranor Prostaglandin D2","Com_4116_neg","13,14-dihydro-15-keto-tetranor Prostaglandin D2","C16 H26 O5",280.16812,6.493,279.16086,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Cyclopentanols",1379860.2,2848400.617,2508503.055,1237732.143,1189827.103,20.2107941104489,21.0320688605612,-0.821274750112309,0.124587466579078,0.276007158923824,"stable",1.16433717965415
"3-(2-Hydroxyethyl)indole","Com_4130_neg","3-(2-Hydroxyethyl)indole","C10 H11 N O",161.08415,5.434,160.07688,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Indoles","3-alkylindoles",267232.9622,200220.6358,323742.9363,486945.2093,641074.5883,19.0917663109584,17.9811529273444,1.11061338361392,0.0356315723418417,0.218072429578692,"up",1.40468615742618
"PC 16:1_20:3","Com_4168_neg","PC 16:1_20:3","C44 H80 N O8 P",827.5686,11.356,826.56132,"No results","Invalid mass","No results",NA,NA,NA,NA,24951074.82,27315840.03,21635641.26,20004015.85,15419609.2,24.0660245916168,24.5475798761163,-0.481555284499539,0.185455491910584,0.299365057521569,"stable",1.28285174177481
"Isophorone","Com_4192_neg","Isophorone","C9 H14 O",138.10448,5.798,183.10268,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Cyclohexenones",5648605.507,5568374.263,5279201.305,4544356.56599999,5422363.5,22.2430675037159,22.3900587721678,-0.146991268451885,0.44821384238851,0.379416104623803,"stable",0.989009974979897
"Ethyl chrysanthemumate","Com_4285_neg","Ethyl chrysanthemumate","C12 H20 O2",196.14645,6.746,241.14468,"No results","No results","Full match","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Monocyclic monoterpenoids",11800003.06,11604850.01,8154265.619,7492821.021,10309414.5,23.0672683122824,23.3065439866819,-0.239275674399583,0.489734533577674,0.394443584683396,"stable",0.680933678673448
"7-Hydroxy-4-chromone","Com_4303_neg","7-Hydroxy-4-chromone","C9 H6 O3",162.03194,5.635,161.02466,"No results","No results","Full match","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Chromones",5100230.514,5408695.86,5545354.28,4752365.794,4203823.404,22.091742544931,22.35060952338,-0.258866978448967,0.171320563649282,0.294224554521574,"stable",1.36465816815014
"Adenosine 3',5'-cyclic monophosphate","Com_4332_neg","Adenosine 3',5'-cyclic monophosphate","C10 H12 N5 O6 P",329.05249,1.851,328.04522,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Cyclic purine nucleotides","3',5'-cyclic purine nucleotides",16154358.73,14919931.5,16982483.46,2581903.514,14016617.07,22.5203192582173,23.9312339451971,-1.41091468697982,0.453690656347365,0.381132900534517,"stable",1.03241676055167
"Benzyl cinnamate","Com_4348_neg","Benzyl cinnamate","C16 H14 O2",238.09916,3.931,237.09189,"Full match","No results","No results","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acid esters","Cinnamic acid esters",2478500.863,2453000.28,3269642.977,2255658.677,2234797.749,21.0984150943148,21.3692846598102,-0.270869565495374,0.183905496658063,0.298831716563748,"stable",1.03170144191095
"8,8'-dicarboxy-1,1'-binaphthalene","Com_4357_neg","8,8'-dicarboxy-1,1'-binaphthalene","C22 H14 O4",342.09212,4.902,341.08484,"Invalid mass","No results","No results",NA,NA,NA,NA,719737.787,615635.512899999,634361.8204,873923.1383,988301.873500001,19.825869562191,19.3212584087884,0.5046111534026,0.0393560271060484,0.221109700014186,"up",1.44848915910905
"LPS 16:2","Com_4359_neg","LPS 16:2","C22 H40 N O9 P",493.24449,8.386,492.23721,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",195006.8221,201137.803,180571.5414,163420.0899,175018.0726,17.3676851020142,17.5510669375456,-0.183381835531332,0.0877791774837727,0.256378165102006,"stable",1.29198850601368
"LPS 20:3","Com_4368_neg","LPS 20:3","C26 H46 N O9 P",547.28883,10.47,546.28155,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",5464475.64100001,5246743.38399999,3600286.16,2895236.859,3336095.22,21.5674894928436,22.1614408610034,-0.593951368159779,0.0761325843821411,0.248370216487078,"stable",1.23715243579749
"Lauric acid ethyl ester","Com_4404_neg","Lauric acid ethyl ester","C14 H28 O2",228.20896,7.715,227.20168,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid esters",3596226.681,3832841.233,3578569.576,5089360.557,6844331.675,22.4927656079576,21.806328979136,0.686436628821653,0.185505394116943,0.299382111732948,"stable",1.43161179189703
"Tyrosylalanine","Com_4447_neg","Tyrosylalanine","C12 H16 N2 O4",252.11105,5.244,251.10377,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",1563055.166,1384125.202,1908497.267,1490463.755,1696135.771,20.6005750446655,20.6134953248995,-0.0129202802339705,0.94222362299258,0.555107712184933,"stable",0.0615368210847063
"LPE 20:1","Com_4544_neg","LPE 20:1","C25 H50 N O7 P",507.33249,10.415,506.32522,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",3908975.818,3526060.639,2287210.885,1891006.068,2221917.649,20.9670482392193,21.5910476813833,-0.62399944216406,0.10653041714547,0.26772164366952,"stable",1.16235559088517
