"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"4-(2-chloro-6-fluorobenzyl)-3,5-dimethyl-4-prop-2-ynyl-4H-pyrazole","Com_1736_pos","4-(2-chloro-6-fluorobenzyl)-3,5-dimethyl-4-prop-2-ynyl-4H-pyrazole","C15 H14 Cl F N2",276.08269,1.486,277.08997,"Full match","No results","No results",NA,NA,NA,NA,770051.895199999,791945.234200001,773678.8806,772212.5036,759061.656,863108.5974,1525662.908,1305565.765,19.933785402716,19.5703375523864,0.363447850329617,0.154902945301437,0.241144169876566,"stable",0.943252932133269
"N1-(2-amino-2-oxoethyl)-2-(isopropylthio)acetamide","Com_1756_pos","N1-(2-amino-2-oxoethyl)-2-(isopropylthio)acetamide","C7 H14 N2 O2 S",190.07855,6.357,191.08583,"Invalid mass","No results","No results",NA,NA,NA,NA,7481823.132,5924086.992,7249027.989,8490746.215,6197406.301,4874332.705,6049524.455,7599989.135,22.6366845149683,22.707491984904,-0.0708074699357368,0.699226153605399,0.47307703825164,"stable",0.284456821022535
"1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one","Com_1760_pos","1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one","C15 H24 O3",274.15469,6.952,275.16197,"Invalid mass","No results","No results",NA,NA,NA,NA,20202654.08,30350274.57,43999214.86,28081306.04,17562681.29,9909940.82400001,16862855.24,30607338.13,24.1848562479104,24.8380740590401,-0.653217811129647,0.195758228972821,0.267114881719492,"stable",1.0071450618851
"1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine","Com_1790_pos","1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine","C10 H16 N2 O3 S",244.08848,5.737,245.09576,"Full match","No results","Full match",NA,NA,NA,NA,4791950.041,3423799.259,3597693.062,10195921.79,10617167.52,12678595.75,8723759.072,438576.708799999,22.4032528538197,21.8926629335526,0.510589920267037,0.611375498841014,0.439779004538842,"stable",0.333546607366816
"CAR 14:1","Com_1804_pos","CAR 14:1","C21 H40 N O4",369.28834,7.307,370.29562,"No results","Invalid mass","No results",NA,NA,NA,NA,22539802.8,15940146.88,16341270.92,42787148.15,42362776.63,10610898.52,9492956.83000001,13042023.3,24.1682203908791,24.1047166668828,0.0635037239962664,0.906194938471899,0.53779877297281,"stable",0.0786517338624634
"NAD+","Com_1825_pos","NAD+","C21 H27 N7 O14 P2",663.10975,2.851,332.56215,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",308843457.6,323073038.9,343298255.9,378571178.2,326586501.4,305840796.2,267205691.5,304596824.9,28.2285572076039,28.2748243115094,-0.0462671039055564,0.637094547242561,0.449955061519211,"stable",0.327470967268242
"N,N-Dimethyldecylamine N-oxide","Com_1838_pos","N,N-Dimethyldecylamine N-oxide","C12 H27 N O",201.20948,6.449,202.21676,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Aminoxides","Long-chain alkyl amine oxides",2911411.295,3763578.831,4095649.836,4251132.974,3792470.851,2958125.681,4940300.91900001,7797499.41199999,22.100224426746,21.7608739788605,0.339350447885526,0.264713897010629,0.301629126711608,"stable",0.776466009553194
"2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrole-3-carboxamide","Com_1840_pos","2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrole-3-carboxamide","C9 H16 N2 O",168.12653,5.557,169.13382,"Full match","No results","No results",NA,NA,NA,NA,12097141.15,11107943.47,17293791.51,17473490.07,11651443.81,11458996.81,13263505.83,10934193.84,23.6051899240995,23.6590006927472,-0.0538107686477147,0.828281594349522,0.515390848540785,"stable",0.201234458086306
"WMH","Com_1884_pos","WMH","C22 H28 N6 O4 S",450.21102,5.775,473.20032,"Invalid mass","No results","No results",NA,NA,NA,NA,11349223.61,1077127.58,2993519.087,435230.902800001,3290696.602,3599098.069,9872161.59300001,5621016.593,21.5635842525597,21.6627530062888,-0.0991687537291064,0.940008503060413,0.546891442261974,"stable",0.0649610875150056
"1-Phenyl-3-methyl-5-pyrazolone","Com_1915_pos","1-Phenyl-3-methyl-5-pyrazolone","C10 H10 N2 O",174.07956,5.261,175.08684,"Full match","No results","No results",NA,NA,NA,NA,765712.780500001,1057418.372,1133747.951,1615292.053,1457804.57,2588192.881,1488650.481,1749978.078,20.7293444519653,19.8904090639983,0.838935387967073,0.0161828577969051,0.0768870524047999,"up",1.63969840926773
"Decanoylcarnitine","Com_1990_pos","Decanoylcarnitine","C17 H33 N O4",315.24184,6.555,316.24911,"Full match","Invalid mass","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",3606001.941,6946060.97499999,7016361.261,12344690.7,10470586.68,6798621.122,1476634.939,3704592.454,22.3777604436178,22.4173413294262,-0.0395808858083804,0.952955179203987,0.550278876841112,"stable",0.0413618936547772
"D-Erythrose 4-phosphate","Com_1999_pos","D-Erythrose 4-phosphate","C4 H9 O7 P",200.00921,1.275,201.01646,"No results","No results","Full match",NA,NA,NA,NA,32830621.97,34165614.64,33699775.76,12049253.15,28698875.59,37695375.99,29761873.51,28547701.2,24.6117297495731,25.0002720490737,-0.388542299500582,0.240825966683366,0.289215396362359,"stable",0.775462134102365
"PC O-18:1","Com_2020_pos","PC O-18:1","C26 H52 N O7 P",521.34891,9.518,522.35619,"No results","Full match","Full match",NA,NA,NA,NA,21940483.07,18470540.84,12872891.53,13486724.16,12745291.09,8912387.98200001,14385664.66,18934698.29,23.665707174049,24.047882514753,-0.382175340703995,0.24774431468817,0.292147364535262,"stable",0.957131434660201
"3-hydroxy-1,5-diphenylpentan-1-one","Com_2036_pos","3-hydroxy-1,5-diphenylpentan-1-one","C17 H18 O2",276.11298,7.319,277.12026,"Invalid mass","No results","No results",NA,NA,NA,NA,12699321.85,10491639.05,12464589.28,11890590.55,11781372.15,10306172.83,11043159.99,12451041.91,23.4513478974622,23.4974389587341,-0.0460910612719729,0.673489108092528,0.463739143095915,"stable",0.408609594890328
"5,6-Dihydroxyindole-2-Carboxylic Acid","Com_2056_pos","5,6-Dihydroxyindole-2-Carboxylic Acid","C9 H7 N O4",193.03778,2.482,194.04505,"No results","No results","Full match",NA,NA,NA,NA,1934538.715,1799268.182,1801237.74,2593267.213,2385862.778,2140232.971,2153579.049,2358934.793,21.1459528905869,20.8143647190052,0.331588171581732,0.00176883176830958,0.0374375848380543,"up",1.75680733575893
"3,4-dihydro-2H,6H-[1,3]thiazino[2,3-b]quinazolin-6-one","Com_2125_pos","3,4-dihydro-2H,6H-[1,3]thiazino[2,3-b]quinazolin-6-one","C11 H10 N2 O S",240.03183,5.962,241.0391,"Invalid mass","No results","No results",NA,NA,NA,NA,6373635.84699999,6668790.882,6194677.22,6140724.7,7363530.693,5627224.449,6505851.833,6054612.581,22.5897691152898,22.6117588745096,-0.0219897592197995,0.770772118462275,0.497405629927442,"stable",0.199769562760888
"DNH","Com_2139_pos","DNH","C14 H20 N6 O7",384.14014,5.751,385.14742,"Full match","No results","No results",NA,NA,NA,NA,16965661.62,4776663.53300001,7367214.379,15735062.23,7592905.35500001,8133232.06299999,17588178.02,11809456.75,23.4561278919557,23.0054579924169,0.450669899538823,0.502800924117331,0.400456191630251,"stable",0.678590945814599
"5-[5-(ethylsulfonyl)-2-hydroxyanilino]-5-oxopentanoic acid","Com_2156_pos","5-[5-(ethylsulfonyl)-2-hydroxyanilino]-5-oxopentanoic acid","C13 H17 N O6 S",337.05808,1.921,338.06535,"Invalid mass","No results","No results",NA,NA,NA,NA,11062264.94,19596340.91,10409354.17,11618262.4,13915945.18,2545731.094,5232821.233,5147782.91700001,22.6188904961548,23.6448672165027,-1.02597672034791,0.101743678235581,0.194884442537893,"stable",1.10665447514435
"N1-[4-hydroxy-6-(methoxymethyl)pyrimidin-2-yl]acetamide","Com_2158_pos","N1-[4-hydroxy-6-(methoxymethyl)pyrimidin-2-yl]acetamide","C8 H11 N3 O3",197.08033,3.352,198.08761,"Full match","No results","Full match",NA,NA,NA,NA,10389253.73,8132759.431,7691495.126,11634366.05,9189595.142,9908854.653,7068502.952,10605910.24,23.1870168780618,23.0462449454686,0.140771932593147,0.471230255131836,0.390915558326097,"stable",0.57905585099083
"N~1~-(2,4-dichlorophenyl)-N~2~-(2,2-dimethoxyethyl)ethanediamide","Com_2163_pos","N~1~-(2,4-dichlorophenyl)-N~2~-(2,2-dimethoxyethyl)ethanediamide","C12 H14 Cl2 N2 O4",337.05801,1.489,338.06524,"Invalid mass","No results","No results",NA,NA,NA,NA,1288083.903,1315321.816,1384944.78,13086506.03,15115208.76,2287125.585,1355397.372,18171645.32,22.6203297031372,20.3417255186971,2.27860418444006,0.0427001233790022,0.124055331044751,"up",1.3337632076215
"3-Indoleacetonitrile","Com_2172_pos","3-Indoleacetonitrile","C10 H8 N2",156.06907,5.266,157.07635,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Indoles","3-alkylindoles",3329482.371,3340986.171,3117837.759,4685109.28,5377405.327,7778158.747,5487624.261,7627739.597,22.5319403482066,21.6369411592616,0.894999188944993,0.0029360041619901,0.0402423245110834,"up",1.75901666693472
"Desthiobiotin","Com_2209_pos","Desthiobiotin","C10 H18 N2 O3",214.13208,5.781,215.13938,"Full match","No results","No results","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazolyl carboxylic acids and derivatives",13834283.16,11670174.77,12047956.46,12142152.28,14081358.65,12928235.95,21674341.85,14474261.16,23.8122594721,23.5734508372088,0.238808634891228,0.200361189780405,0.269644375248595,"stable",0.86542792354301
"CAR 16:1","Com_2211_pos","CAR 16:1","C23 H44 N O4",397.31971,7.913,398.32699,"No results","Invalid mass","No results",NA,NA,NA,NA,14849668.53,15109691.93,11333275.14,19771842.55,24352694.58,3528268.972,6303522.492,15046643.3,23.3911432684009,23.7023199347483,-0.311176666347343,0.595095071885181,0.433140539831973,"stable",0.351515958908154
"4-amino-2-(2,4-dimethoxyanilino)-5-pyrimidinecarbonitrile","Com_2267_pos","4-amino-2-(2,4-dimethoxyanilino)-5-pyrimidinecarbonitrile","C13 H13 N5 O2",271.10344,4.87,272.11072,"Invalid mass","No results","No results",NA,NA,NA,NA,4200625.892,4253490.034,4929121.259,5536973.899,5994847.438,7167778.779,4964286.92599999,5682630.944,22.4740670489478,22.0850958531208,0.388971195827033,0.0151712761783641,0.0743863683933573,"up",1.5553635568555
"LPC 14:1-SN1","Com_2319_pos","LPC 14:1-SN1","C22 H44 N O7 P",465.28629,8.107,466.29358,"No results","Full match","No results",NA,NA,NA,NA,820445.727700001,744733.391499999,419707.5676,735078.060400001,779350.049099999,944854.7901,960683.492,1335242.517,19.8263110039427,19.2771459491145,0.549165054828219,0.201161848948856,0.270077295974281,"stable",1.19973096744521
"4-acetyl-4-(ethoxycarbonyl)heptanedioic acid","Com_2356_pos","4-acetyl-4-(ethoxycarbonyl)heptanedioic acid","C12 H18 O7",252.1215,5.178,275.11071,"Invalid mass","No results","No results",NA,NA,NA,NA,3668195.175,3089177.369,3306898.928,2651804.302,2836432.866,2525603.563,3174603.676,3534223.812,21.4786985951108,21.674159256713,-0.195460661602194,0.137774818034215,0.227942671255078,"stable",1.05218625940763
"CAR 7:0","Com_2393_pos","CAR 7:0","C14 H28 N O4",273.19426,5.821,274.20153,"No results","Invalid mass","No results",NA,NA,NA,NA,4043631.225,4647356.146,5314101.202,4224014.73000001,3502307.647,4149046.207,4207584.306,4614086.133,21.9753160736611,22.1455310168303,-0.170214943169196,0.276260074926654,0.308345565269859,"stable",1.0017018442029
"5'-Methylthioadenosine","Com_2394_pos","5'-Methylthioadenosine","C11 H15 N5 O3 S",297.09017,1.336,298.09736,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",9331554.108,9285527.752,8429881.914,14995151.78,7796434.51300001,13086707.58,3091343.175,19118401.61,23.2244471335005,23.102439803916,0.122007329584513,0.807475798308419,0.509034703122993,"stable",0.15904033758882
"(2E)-6-hydroxy-2-methyl-6-(4-methylphenyl)hept-2-enoic acid","Com_2418_pos","(2E)-6-hydroxy-2-methyl-6-(4-methylphenyl)hept-2-enoic acid","C15 H20 O3",230.12692,3.302,231.1342,"Invalid mass","No results","No results",NA,NA,NA,NA,1591062.897,3853626.825,1612550.713,1639330.467,1678557.806,1560018.854,1568108.144,1532670.802,20.6049616321118,21.0334193268936,-0.428457694781798,0.417041455488445,0.372548177927809,"stable",0.981296397877947
"Cytidine 5'-diphosphocholine","Com_2428_pos","Cytidine 5'-diphosphocholine","C14 H26 N4 O11 P2",244.05404,1.387,245.06136,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside diphosphates",2162566.728,3041799.486,2699581.746,2046387.018,814897.1023,1312766.457,789906.2786,1386952.536,20.183978752499,21.3150371050645,-1.13105835256553,0.00934237766014153,0.0561563267258423,"down",1.57600508527921
"25-hydroxycholecalciferol","Com_2434_pos","25-hydroxycholecalciferol","C27 H44 O2",400.33453,11.344,401.34189,"No results","Full match","Full match",NA,NA,NA,NA,12178167.6,10024753.21,7190454.545,8201997.384,11450869.05,6046737.573,10887592.74,18950188.73,23.2992227401908,23.1908362217158,0.10838651847504,0.769122755640066,0.496870103354195,"stable",0.219753719071439
"PC 35:2","Com_2435_pos","PC 35:2","C43 H82 N O8 P",793.56013,11.206,794.56741,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",50911645.29,14374189.99,45012617.29,64022267.9999999,58406059.33,17411974.89,43382585.47,39015997.45,25.2746873638771,24.9340985985522,0.340588765324856,0.642509592710846,0.45205065853053,"stable",0.441387021983429
"acetyl phospahte","Com_2525_pos","acetyl phospahte","C2 H5 O5 P",139.98757,1.199,318.93784,"No results","No results","Full match",NA,NA,NA,NA,3133754.539,5368947.198,5780086.662,8225311.967,2644632.583,4902531.353,8763211.618,3019894.623,22.2240930623765,22.1327760762203,0.0913169861562118,0.846715517174492,0.520886445999915,"stable",0.143664698859323
"PC O-38:5","Com_2568_pos","PC O-38:5","C46 H84 N O7 P",793.59568,11.655,794.60298,"No results","Full match","No results",NA,NA,NA,NA,23341929.97,5712207.859,6362922.731,34232155.58,9015559.11900001,16543634.78,23507146.96,24416700.02,24.2281136511792,23.1744319115243,1.05368173965494,0.243539331909822,0.290378079959535,"stable",1.10762195971843
"1-(4-methylphenyl)-3,5-diphenylpent-2-ene-1,5-dione","Com_2582_pos","1-(4-methylphenyl)-3,5-diphenylpent-2-ene-1,5-dione","C24 H20 O2",322.13616,7.416,323.14344,"Invalid mass","No results","No results",NA,NA,NA,NA,8103082.5,5188521.802,6789548.12199999,10067569.18,6721623.805,4310814.069,5622371.91899999,6179388.67699999,22.592979895498,22.6506052243068,-0.0576253288088289,0.840466167384033,0.519037383062626,"stable",0.156863537646874
"Valylproline","Com_2605_pos","Valylproline","C10 H18 N2 O3",214.13209,4.866,215.13937,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",17705790.22,17423383.97,18246027.13,16977531.78,17420072.06,17325973.42,24502727.35,17131843.2,24.1388839549315,24.0844394816333,0.0544444732982399,0.626334579883727,0.445743071454452,"stable",0.320142948243847
"Benzoylecgonine","Com_2626_pos","Benzoylecgonine","C16 H19 N O4",289.13513,6.228,290.14239,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters",3593868.488,2831754.717,4046078.987,2316012.324,2594690.926,6255757.413,1459549.486,4025084.381,21.488955039535,21.7194880384338,-0.230532998898802,0.577888929515348,0.425951438171037,"stable",0.376702248823602
"1,4-dihydroxyheptadec-16-en-2-yl acetate","Com_2628_pos","1,4-dihydroxyheptadec-16-en-2-yl acetate","C19 H36 O4",310.2511,8.928,311.25838,"Invalid mass","No results","No results",NA,NA,NA,NA,29978698.63,27582740.2,25366751.09,28659619.85,30021172.25,22422178.68,25111440.1,27762493.28,24.6677782956149,24.717044097578,-0.0492658019630845,0.649103992890815,0.454581196715071,"stable",0.351316721641546
"N1-Acetylspermine","Com_2645_pos","N1-Acetylspermine","C12 H28 N4 O",244.22704,1.283,245.23431,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Acetamides",1032511.995,929378.181,1054401.394,1617985.489,1758652.333,2298040.01,2346678.411,2518840.409,20.9860591205861,19.9372087043243,1.04885041626182,0.000467456052520486,0.0256271582235054,"up",1.85192616630453
"L-Leucyl-L-Alanine","Com_2647_pos","L-Leucyl-L-Alanine","C9 H18 N2 O3",202.13182,1.813,203.13908,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",24986071.11,24514405.52,27891338.58,26213831.76,26751151.72,27878121.58,22647189.02,27926925.5,24.643506936622,24.6183536696932,0.0251532669288004,0.766325370823009,0.495959215108585,"stable",0.23877682962016
"PC O-14:0","Com_2651_pos","PC O-14:0","C22 H46 N O7 P",467.30189,8.462,468.30915,"No results","Full match","Full match",NA,NA,NA,NA,2182544.944,1891788.036,1575439.148,1655570.638,1728993.157,884644.2969,1833729.282,3445008.875,20.7315122656072,20.8320738511829,-0.100561585575708,0.778334548554512,0.499846526415982,"stable",0.19139758985549
"5,5-dimethyl-3-morpholinocyclohex-2-en-1-one","Com_2669_pos","5,5-dimethyl-3-morpholinocyclohex-2-en-1-one","C12 H19 N O2",209.142,6.104,210.14926,"Full match","No results","No results",NA,NA,NA,NA,17566403.87,16093904.98,13637843.6,13057855.59,16086770.31,13109779.36,16756815.01,15586763.02,23.8227977470082,23.9024796120329,-0.0796818650246642,0.576549128915914,0.425383980317049,"stable",0.492159818098623
"Sulfisoxazole","Com_2699_pos","Sulfisoxazole","C11 H13 N3 O3 S",289.0497,2.355,290.05698,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Aminobenzenesulfonamides",12723552.58,13110812.61,10070756.32,11599914.83,9719176.60200001,7030020.49899999,8054387.037,8147599.76899999,23.0648796117236,23.5029735600129,-0.438093948289314,0.048829143762648,0.134558732173568,"down",1.37462840991245
"diethyl 2-{[2-(2-thienylcarbonyl)hydrazino]methylidene}malonate","Com_2709_pos","diethyl 2-{[2-(2-thienylcarbonyl)hydrazino]methylidene}malonate","C13 H16 N2 O5 S",350.03428,4.766,351.04156,"Invalid mass","No results","No results",NA,NA,NA,NA,1579880.612,1452870.661,1402427.699,1341359.038,1314877.52,1137664.416,1275824.448,1142947.349,20.2413461105229,20.4937846402169,-0.252438529694011,0.0153877073505894,0.0749347578494948,"stable",1.60057539355402
