"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_2w_1","MV4_11_2w_2","MV4_11_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"LPC 14:1-SN1","Com_2319_pos","LPC 14:1-SN1","C22 H44 N O7 P",465.28629,8.107,466.29358,"No results","Full match","No results",NA,NA,NA,NA,7614728.82000001,6322930.019,6173205.778,11588074.03,11626212.99,17908282.77,23.677046348786,22.6700371675665,1.00700918121949,0.0676969569167376,0.299007707395639,"stable",1.56707252132396
"4-acetyl-4-(ethoxycarbonyl)heptanedioic acid","Com_2356_pos","4-acetyl-4-(ethoxycarbonyl)heptanedioic acid","C12 H18 O7",252.1215,5.178,275.11071,"Invalid mass","No results","No results",NA,NA,NA,NA,9537407.56799999,9272637.42800001,12368344.34,2345188.062,3076859.381,3026685.539,21.4145355431145,23.2966210359805,-1.88208549286603,0.00590700157983061,0.162448254364741,"down",1.69036098417245
"CAR 7:0","Com_2393_pos","CAR 7:0","C14 H28 N O4",273.19426,5.821,274.20153,"No results","Invalid mass","No results",NA,NA,NA,NA,566235.5755,870980.1016,773841.6015,483052.4513,328236.1039,302484.6524,18.4708990507182,19.4683339554392,-0.997434904721086,0.121948727152608,0.345078018438393,"stable",1.50321398037651
"5'-Methylthioadenosine","Com_2394_pos","5'-Methylthioadenosine","C11 H15 N5 O3 S",297.09017,1.336,298.09736,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",11761509.11,10799252.56,8000865.883,8810874.67799999,8110201.537,8261414.30999999,23.0000391681026,23.2612408956018,-0.261201727499156,0.231382009833702,0.428891791074483,"stable",1.03988504901059
"(2E)-6-hydroxy-2-methyl-6-(4-methylphenyl)hept-2-enoic acid","Com_2418_pos","(2E)-6-hydroxy-2-methyl-6-(4-methylphenyl)hept-2-enoic acid","C15 H20 O3",230.12692,3.302,231.1342,"Invalid mass","No results","No results",NA,NA,NA,NA,1287424.939,1279292.98,1120971.743,1281614.411,1312527.777,1370951.218,20.3333977250694,20.2264302148789,0.106967510190493,0.36733930445786,0.511276788448173,"stable",1.03562241095416
"Cytidine 5'-diphosphocholine","Com_2428_pos","Cytidine 5'-diphosphocholine","C14 H26 N4 O11 P2",244.05404,1.387,245.06136,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside diphosphates",6558172.778,2446797.66,3128080.825,3039322.67,2136202.832,2558297.135,21.2828960095333,21.8147240701191,-0.531828060585791,0.208251985275519,0.411163010781657,"stable",0.873203448415393
"25-hydroxycholecalciferol","Com_2434_pos","25-hydroxycholecalciferol","C27 H44 O2",400.33453,11.344,401.34189,"No results","Full match","Full match",NA,NA,NA,NA,3352628.755,5818660.89,8068402.37800001,8012176.60800001,3450937.109,4278936.286,22.2270467696843,22.3643228831734,-0.137276113489143,0.862382744779273,0.699059641772736,"stable",0.225699203561238
"PC 35:2","Com_2435_pos","PC 35:2","C43 H82 N O8 P",793.56013,11.206,794.56741,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",42345632.46,49158659.29,44131712.56,20370483.72,29168652.58,38296977.74,24.7562065066155,25.4273214908288,-0.671114984213315,0.114568689650749,0.34079660374669,"stable",1.33891893412112
"acetyl phospahte","Com_2525_pos","acetyl phospahte","C2 H5 O5 P",139.98757,1.199,318.93784,"No results","No results","Full match",NA,NA,NA,NA,6148587.199,5374900.753,5225812.44000001,5925994.71,5274764.258,5434091.726,22.4009695274005,22.4089513734996,-0.00798184609906016,0.831668189605448,0.691375619173173,"stable",0.0778489358658935
"PC O-38:5","Com_2568_pos","PC O-38:5","C46 H84 N O7 P",793.59568,11.655,794.60298,"No results","Full match","No results",NA,NA,NA,NA,1561422.116,1729264.864,1269111.269,1696715.375,2042744.024,2075013.054,20.8803597080726,20.5238479123787,0.35651179569393,0.185846075628426,0.391638541858691,"stable",1.27782441245594
"1-(4-methylphenyl)-3,5-diphenylpent-2-ene-1,5-dione","Com_2582_pos","1-(4-methylphenyl)-3,5-diphenylpent-2-ene-1,5-dione","C24 H20 O2",322.13616,7.416,323.14344,"Invalid mass","No results","No results",NA,NA,NA,NA,14876517.32,11536251.45,4912356.727,13299727.96,11514397.83,12059717.48,23.5485072677481,23.1713961888899,0.377111078858224,0.499771796190974,0.573776565362553,"stable",0.621431313786
"Valylproline","Com_2605_pos","Valylproline","C10 H18 N2 O3",214.13209,4.866,215.13937,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",15155264.23,14697699.44,15109616.51,16082426.76,16711455.63,16325945.81,23.9646596959935,23.8371221324725,0.127537563521006,0.0505503016868707,0.276817885227723,"stable",1.63273618042215
"Benzoylecgonine","Com_2626_pos","Benzoylecgonine","C16 H19 N O4",289.13513,6.228,290.14239,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters",1585347.273,4290891.106,6496890.231,9388003.772,2040230.543,2266528.555,21.7449135501681,21.7535104089393,-0.00859685877125571,0.995301391909682,0.728330835332194,"stable",0.00794149331891632
"1,4-dihydroxyheptadec-16-en-2-yl acetate","Com_2628_pos","1,4-dihydroxyheptadec-16-en-2-yl acetate","C19 H36 O4",310.2511,8.928,311.25838,"Invalid mass","No results","No results",NA,NA,NA,NA,16484158.69,35818328.31,22946454.32,18836519.45,28170816.8,26780542.42,24.5298029940181,24.5068465007875,0.0229564932306516,0.912561412502812,0.710822107902802,"stable",0.0530765474292507
"N1-Acetylspermine","Com_2645_pos","N1-Acetylspermine","C12 H28 N4 O",244.22704,1.283,245.23431,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Acetamides",1424438.358,1180607.311,1285927.239,1125883.188,1135225.544,1113924.04,20.1014642251615,20.3024790311722,-0.201014806010686,0.132991223504222,0.351836374488898,"stable",1.35592935503463
"L-Leucyl-L-Alanine","Com_2647_pos","L-Leucyl-L-Alanine","C9 H18 N2 O3",202.13182,1.813,203.13908,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",31904311.36,28925092,26869100.21,27314742.13,22915434.2,20592474,24.4828688616435,24.7975036481379,-0.314634786494423,0.0218972466157035,0.216258861815513,"down",1.2913251068301
"PC O-14:0","Com_2651_pos","PC O-14:0","C22 H46 N O7 P",467.30189,8.462,468.30915,"No results","Full match","Full match",NA,NA,NA,NA,3592699.767,4410765.785,6703051.082,6868177.95000001,6768087.086,6648768.502,22.6888228018584,22.1752070561394,0.513615745718965,0.206110242228879,0.409403854843326,"stable",1.19821949161803
"5,5-dimethyl-3-morpholinocyclohex-2-en-1-one","Com_2669_pos","5,5-dimethyl-3-morpholinocyclohex-2-en-1-one","C12 H19 N O2",209.142,6.104,210.14926,"Full match","No results","No results",NA,NA,NA,NA,16910654.12,411749.4101,16087168.65,17762539,17455047.59,14668813.38,23.9819080900997,22.2007477616229,1.78116032847677,0.429520655351995,0.537523243498824,"stable",0.771601195463541
"Sulfisoxazole","Com_2699_pos","Sulfisoxazole","C11 H13 N3 O3 S",289.0497,2.355,290.05698,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Aminobenzenesulfonamides",6550406.35599999,7946382.59800001,5347091.968,9939415.70700001,5650166.267,6916180.651,22.7987118759159,22.63844762109,0.16026425482594,0.677697898904862,0.646074042755026,"stable",0.458788736734226
"diethyl 2-{[2-(2-thienylcarbonyl)hydrazino]methylidene}malonate","Com_2709_pos","diethyl 2-{[2-(2-thienylcarbonyl)hydrazino]methylidene}malonate","C13 H16 N2 O5 S",350.03428,4.766,351.04156,"Invalid mass","No results","No results",NA,NA,NA,NA,884003.291,814112.893200001,9568656.82099999,779606.412299999,897733.441100001,832365.000299999,19.6717236068899,20.8594821832415,-1.18775857635164,0.417291406214958,0.532788061665651,"stable",0.780953254758683
"1-(2-furyl)pentane-1,4-dione","Com_2710_pos","1-(2-furyl)pentane-1,4-dione","C9 H10 O3",188.04523,5.754,189.0525,"Invalid mass","No results","No results",NA,NA,NA,NA,6057004.05200001,6492760.95100001,5505631.34600001,8774142.53399999,6241277.787,6694082.72199999,22.7708972182108,22.5176833963772,0.253213821833619,0.277626351090145,0.461028679948583,"stable",1.04857821884888
"L-Cystine","Com_2713_pos","L-Cystine","C6 H12 N2 O4 S2",240.02355,1.337,241.03077,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-cysteine-S-conjugates",29411817.26,27981800.1,22659246.01,37216294.62,34763217.76,44048039.31,25.1976879485039,24.660491516907,0.537196431596911,0.125841171179458,0.347172343840363,"stable",1.4948592560086
"D-Glucosamine","Com_2773_pos","D-Glucosamine","C6 H13 N O5",179.0796,5.134,180.08694,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Hexoses",10248481.6,8358586.357,10167760.09,1918063.975,8955357.674,12311677.33,22.5063543413937,23.1870776461992,-0.68072330480544,0.515876398014999,0.581514087371805,"stable",0.650831989552263
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","Com_2778_pos","(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",222.10482,7.191,223.11209,"Invalid mass","No results","No results",NA,NA,NA,NA,6204288.25199999,7602873.15399999,6441403.876,9589749.019,10678861.19,15186580.94,23.4658699540257,22.680630432278,0.785239521747762,0.0758568361300302,0.308517750361794,"stable",1.50295400010863
"PC 20:3_20:3","Com_2779_pos","PC 20:3_20:3","C48 H84 N O8 P",833.59312,10.551,834.60059,"No results","Full match","No results",NA,NA,NA,NA,36947331.66,53561539.8,49726629.25,28755962.47,48805865.83,66732007.96,25.4365948616722,25.4603920819593,-0.0237972202870722,0.928121918185967,0.714285130894322,"stable",0.0524627992541523
"D-Serine","Com_2798_pos","D-Serine","C3 H7 N O3",105.04269,1.622,106.04997,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Serine and derivatives",42129385.46,39163167.8,40530259.53,37510661.2,36881213.29,32180334.75,25.0789520456546,25.2746045809728,-0.195652535318199,0.114128181288847,0.340527139163285,"stable",1.35778492082178
"3-(4-nitrophenyl)[1,2,3]triazolo[1,5-a]quinazolin-5-amine","Com_2808_pos","3-(4-nitrophenyl)[1,2,3]triazolo[1,5-a]quinazolin-5-amine","C15 H10 N6 O2",306.0869,6.107,307.09421,"Full match","No results","No results",NA,NA,NA,NA,269336.3897,266318.4388,3693097.03,410949.6305,447722.0593,271990.5149,18.491347580695,19.2927473892296,-0.801399808534594,0.642731810678474,0.633869279110339,"stable",0.51403988863504
"7-Methylguanosine","Com_2819_pos","7-Methylguanosine","C11 H15 N5 O5",297.10299,6.486,298.11027,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Purine nucleosides","Not available","Purine nucleosides",5271652.859,10811927.43,7801513.58499999,5228311.815,8017688.24200001,16248527.75,23.068824771223,22.8637556528681,0.205069118354988,0.689265960587134,0.649934652230498,"stable",0.308427880510565
"Cortisol","Com_2825_pos","Cortisol","C21 H30 O5",362.20661,6.983,363.21387,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Hydroxysteroids","21-hydroxysteroids",845901.299099999,511468.2668,10296594.98,1442904.58,1731462.392,1378625.863,20.526301214147,20.65002633659,-0.123725122443084,0.938402761267099,0.71652800794286,"stable",0.0792373894882547
"Bisphenol G","Com_2852_pos","Bisphenol G","C21 H28 O2",329.23918,9.57,330.24646,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Diphenylmethanes","Bisphenols",718781.9674,1224507.929,9453061.70200001,3691545.5,2230888.657,2092208.972,21.3005253720098,20.9504385386904,0.35008683331948,0.817630791327778,0.687731617177102,"stable",0.256497152223382
"1H-indol-3-yl(pyridin-2-yl)methanol","Com_2860_pos","1H-indol-3-yl(pyridin-2-yl)methanol","C14 H12 N2 O",246.08117,5.94,247.08844,"Invalid mass","No results","No results",NA,NA,NA,NA,280703.4094,255324.6931,3176527.109,256825.5155,283945.2162,262503.3083,18.0292193916705,19.2198931691966,-1.19067377752611,0.427548815031857,0.536772488714419,"stable",0.769968502118225
"Glycitin","Com_2903_pos","Glycitin","C22 H22 O10",468.0996,1.973,469.10687,"Invalid mass","No results","No results","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavonoid O-glycosides","Isoflavonoid O-glycosides",7098850.377,5301853.34899999,1360063.725,1170366.999,1241756.712,7197030.81,21.0604836942087,21.8241540431217,-0.763670348912992,0.678498218566082,0.646343873123353,"stable",0.550977934691041
"Sitagliptin","Com_2999_pos","Sitagliptin","C16 H15 F6 N5 O",429.10381,5.214,430.11108,"Invalid mass","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Beta amino acids and derivatives",555753.1901,611188.8604,571272.1684,613777.905400001,604586.4408,1220613.452,19.5507070833311,19.1430540807468,0.407653002584301,0.360900413574155,0.508218548875276,"stable",0.891694065482906
"Ecgonine","Com_3008_pos","Ecgonine","C9 H15 N O3",185.10553,5.198,203.1391,"Full match","No results","No results","Alkaloids and derivatives","Tropane alkaloids","Not available","Tropane alkaloids",13896234.9,12095997.1,10914404.62,9543473.235,10992468.31,11462220.46,23.3421594115929,23.5453157238219,-0.203156312229037,0.375932437166814,0.515249219494626,"stable",1.06645693110212
"O1-morpholinocarbonyl-3-(trifluoromethyl)-1-benzenecarbohydroximamide","Com_3033_pos","O1-morpholinocarbonyl-3-(trifluoromethyl)-1-benzenecarbohydroximamide","C13 H14 F3 N3 O3",355.05074,1.929,356.05801,"Invalid mass","No results","No results",NA,NA,NA,NA,491175.9918,483063.8496,509831.0856,474781.0761,2360598.522,484285.183000001,19.6377071703971,18.9157982335187,0.721908936878368,0.454122299502545,0.550203095157898,"stable",0.733373800433366
"2-Thio-acetyl MAGE","Com_3106_pos","2-Thio-acetyl MAGE","C21 H42 O3 S",356.27925,5.107,357.28653,"Invalid mass","No results","No results","Organic acids and derivatives","Thiocarboxylic acids and derivatives","Thioesters","Thioesters",502002.1805,491094.2582,7724912.87,371403.482,391204.3053,387643.7134,18.5481874267046,20.2413539215218,-1.69316649481726,0.325972404109806,0.490291088900413,"stable",0.929650208237054
"CAR 18:0","Com_3119_pos","CAR 18:0","C25 H50 N O4",427.36676,8.988,428.37404,"No results","Invalid mass","No results",NA,NA,NA,NA,172640.6153,325368.7667,551491.4731,894226.6744,178202.0382,343591.0068,18.5345893727895,18.2607025610235,0.27388681176603,0.818758533164003,0.688027546290522,"stable",0.279908713670431
"D-Ribose","Com_3137_pos","D-Ribose","C5 H10 O5",150.05327,1.493,339.06967,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Pentoses",773615.388299999,740075.627000001,712157.499599999,17980181.91,44812859.3,72506703.2900001,25.2096415900341,19.5001356536394,5.70950593639471,0.011740290718073,0.174891111087666,"up",1.68636001427863
"2-[amino(3-chloroanilino)methylene]malononitrile","Com_3165_pos","2-[amino(3-chloroanilino)methylene]malononitrile","C10 H7 Cl N4",218.03633,4.62,219.04361,"Full match","No results","No results",NA,NA,NA,NA,2932090.519,2736982.851,17977156.48,6049658.478,9487602.949,2891144.05,22.3897478451515,22.3224382276346,0.0673096175168446,0.965255723191285,0.72222350438091,"stable",0.0567957308359335
"2-(4-methoxyphenyl)-4H-chromen-4-one","Com_3187_pos","2-(4-methoxyphenyl)-4H-chromen-4-one","C16 H12 O3",270.08952,6.299,253.08618,"Invalid mass","No results","No results",NA,NA,NA,NA,9128292.205,13314459.12,10987846.11,7682135.90399999,6818353.09099999,9437062.30300001,22.914658111446,23.3926031015173,-0.47794499007134,0.189142019972676,0.394673985050596,"stable",1.29764031725219
"Paracetamol","Com_3189_pos","Paracetamol","C8 H9 N O2",134.03477,1.285,152.0686,"Invalid mass","No results","No results","Benzenoids","Phenols","1-hydroxy-2-unsubstituted benzenoids","1-hydroxy-2-unsubstituted benzenoids",8937071.395,9082886.195,7838121.55000001,11260465.46,12745387.4,12272763.15,23.5257305941274,23.0360555357054,0.489675058422026,0.0324992388075925,0.243217967740156,"up",1.62560030313058
"5,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one","Com_3220_pos","5,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one","C15 H10 O5",292.03517,5.566,293.04244,"Invalid mass","No results","No results",NA,NA,NA,NA,1487054.235,2135740.918,1512309.044,2753425.815,2115623.219,2028533.268,21.1191510412993,20.686217536292,0.43293350500733,0.238475565308842,0.433902394209664,"stable",1.2104219472056
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4,5-triol","Com_3241_pos","(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4,5-triol","C14 H20 O6",324.11475,6.004,307.11142,"Invalid mass","No results","No results",NA,NA,NA,NA,13933240.18,14382572.17,10510386.78,11031872.34,12542707.05,10125261.41,23.4156585230261,23.6117194198319,-0.196060896805886,0.138463990366283,0.355502737245214,"stable",0.862088446273967
"Biliverdin","Com_3249_pos","Biliverdin","C33 H34 N4 O6",582.24865,6.476,583.25592,"No results","Full match","No results","Organoheterocyclic compounds","Tetrapyrroles and derivatives","Bilirubins","Bilirubins",1174625.474,1225574.458,6181778.843,2132425.266,3726814.705,1037125.931,20.9459116870538,20.9827955721259,-0.0368838850721218,0.979744443569179,0.725202514770282,"stable",0.0333379183499963
"cis,cis-Muconic acid","Com_3266_pos","cis,cis-Muconic acid","C6 H6 O4",142.02896,1.155,143.03624,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",7030522.83400001,2007074.1,868470.3442,4396931.934,1073188.101,496445.2614,20.3409374765546,21.1366600204139,-0.795722543859263,0.00670630121772025,0.162911236607902,"down",0.514174447493249
