"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"3,4-dihydro-2H,6H-[1,3]thiazino[2,3-b]quinazolin-6-one","Com_2125_pos","3,4-dihydro-2H,6H-[1,3]thiazino[2,3-b]quinazolin-6-one","C11 H10 N2 O S",240.03183,5.962,241.0391,"Invalid mass","No results","No results",NA,NA,NA,NA,6373635.84699999,6668790.882,6194677.22,5627224.449,6505851.833,6054612.581,22.5289672770002,22.6117588745096,-0.0827915975094093,0.229657478174348,0.297121862161466,"stable",0.848758102415465
"DNH","Com_2139_pos","DNH","C14 H20 N6 O7",384.14014,5.751,385.14742,"Full match","No results","No results",NA,NA,NA,NA,16965661.62,4776663.53300001,7367214.379,8133232.06299999,17588178.02,11809456.75,23.5056464389133,23.0054579924169,0.500188446496416,0.617307535195458,0.441776734346515,"stable",0.605432253785295
"5-[5-(ethylsulfonyl)-2-hydroxyanilino]-5-oxopentanoic acid","Com_2156_pos","5-[5-(ethylsulfonyl)-2-hydroxyanilino]-5-oxopentanoic acid","C13 H17 N O6 S",337.05808,1.921,338.06535,"Invalid mass","No results","No results",NA,NA,NA,NA,11062264.94,19596340.91,10409354.17,2545731.094,5232821.233,5147782.91700001,21.9647753109249,23.6448672165027,-1.68009190557781,0.0381376367752248,0.187835327184172,"down",1.43779208869424
"N1-[4-hydroxy-6-(methoxymethyl)pyrimidin-2-yl]acetamide","Com_2158_pos","N1-[4-hydroxy-6-(methoxymethyl)pyrimidin-2-yl]acetamide","C8 H11 N3 O3",197.08033,3.352,198.08761,"Full match","No results","Full match",NA,NA,NA,NA,10389253.73,8132759.431,7691495.126,9908854.653,7068502.952,10605910.24,23.1105417507227,23.0462449454686,0.0642968052540489,0.781791357804775,0.493581565864644,"stable",0.230889627492595
"N~1~-(2,4-dichlorophenyl)-N~2~-(2,2-dimethoxyethyl)ethanediamide","Com_2163_pos","N~1~-(2,4-dichlorophenyl)-N~2~-(2,2-dimethoxyethyl)ethanediamide","C12 H14 Cl2 N2 O4",337.05801,1.489,338.06524,"Invalid mass","No results","No results",NA,NA,NA,NA,1288083.903,1315321.816,1384944.78,2287125.585,1355397.372,18171645.32,21.8701914398664,20.3417255186971,1.5284659211693,0.304288552028842,0.339367517229282,"stable",0.905827316330432
"3-Indoleacetonitrile","Com_2172_pos","3-Indoleacetonitrile","C10 H8 N2",156.06907,5.266,157.07635,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Indoles","3-alkylindoles",3329482.371,3340986.171,3117837.759,7778158.747,5487624.261,7627739.597,22.7138572276959,21.6369411592616,1.07691606843428,0.027256074557793,0.187449474364443,"up",1.55782966251804
"Desthiobiotin","Com_2209_pos","Desthiobiotin","C10 H18 N2 O3",214.13208,5.781,215.13938,"Full match","No results","No results","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazolyl carboxylic acids and derivatives",13834283.16,11670174.77,12047956.46,12928235.95,21674341.85,14474261.16,23.92683110668,23.5734508372088,0.353380269471167,0.346545592723414,0.358555682414093,"stable",0.970692332519506
"CAR 16:1","Com_2211_pos","CAR 16:1","C23 H44 N O4",397.31971,7.913,398.32699,"No results","Invalid mass","No results",NA,NA,NA,NA,14849668.53,15109691.93,11333275.14,3528268.972,6303522.492,15046643.3,22.7270647593274,23.7023199347483,-0.975255175420855,0.31363712482873,0.343865781331848,"stable",1.00531715503258
"4-amino-2-(2,4-dimethoxyanilino)-5-pyrimidinecarbonitrile","Com_2267_pos","4-amino-2-(2,4-dimethoxyanilino)-5-pyrimidinecarbonitrile","C13 H13 N5 O2",271.10344,4.87,272.11072,"Invalid mass","No results","No results",NA,NA,NA,NA,4200625.892,4253490.034,4929121.259,7167778.779,4964286.92599999,5682630.944,22.4847924486078,22.0850958531208,0.399696595487029,0.16423470314422,0.255963211176755,"stable",1.23718672637823
"LPC 14:1-SN1","Com_2319_pos","LPC 14:1-SN1","C22 H44 N O7 P",465.28629,8.107,466.29358,"No results","Full match","No results",NA,NA,NA,NA,820445.727700001,744733.391499999,419707.5676,944854.7901,960683.492,1335242.517,20.024035046785,19.2771459491145,0.746889097670486,0.24860655701295,0.308994298779879,"stable",1.20133853603856
"4-acetyl-4-(ethoxycarbonyl)heptanedioic acid","Com_2356_pos","4-acetyl-4-(ethoxycarbonyl)heptanedioic acid","C12 H18 O7",252.1215,5.178,275.11071,"Invalid mass","No results","No results",NA,NA,NA,NA,3668195.175,3089177.369,3306898.928,2525603.563,3174603.676,3534223.812,21.5397679358576,21.674159256713,-0.134391320855361,0.575489904154543,0.430326671543851,"stable",0.631085646570494
"CAR 7:0","Com_2393_pos","CAR 7:0","C14 H28 N O4",273.19426,5.821,274.20153,"No results","Invalid mass","No results",NA,NA,NA,NA,4043631.225,4647356.146,5314101.202,4149046.207,4207584.306,4614086.133,22.0421741821803,22.1455310168303,-0.103356834650089,0.289437256807507,0.33189362304043,"stable",0.629277857148904
"5'-Methylthioadenosine","Com_2394_pos","5'-Methylthioadenosine","C11 H15 N5 O3 S",297.09017,1.336,298.09736,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",9331554.108,9285527.752,8429881.914,13086707.58,3091343.175,19118401.61,23.1299532704363,23.102439803916,0.0275134665203005,0.976611409297226,0.549048203662336,"stable",0.0279576205569078
"(2E)-6-hydroxy-2-methyl-6-(4-methylphenyl)hept-2-enoic acid","Com_2418_pos","(2E)-6-hydroxy-2-methyl-6-(4-methylphenyl)hept-2-enoic acid","C15 H20 O3",230.12692,3.302,231.1342,"Invalid mass","No results","No results",NA,NA,NA,NA,1591062.897,3853626.825,1612550.713,1560018.854,1568108.144,1532670.802,20.5671140296475,21.0334193268936,-0.466305297246045,0.37851498092093,0.371324618319428,"stable",0.788046505438179
"Cytidine 5'-diphosphocholine","Com_2428_pos","Cytidine 5'-diphosphocholine","C14 H26 N4 O11 P2",244.05404,1.387,245.06136,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside diphosphates",2162566.728,3041799.486,2699581.746,1312766.457,789906.2786,1386952.536,20.10632926701,21.3150371050645,-1.20870783805449,0.0841594979063338,0.209255572463099,"stable",1.46434049131541
"25-hydroxycholecalciferol","Com_2434_pos","25-hydroxycholecalciferol","C27 H44 O2",400.33453,11.344,401.34189,"No results","Full match","Full match",NA,NA,NA,NA,12178167.6,10024753.21,7190454.545,6046737.573,10887592.74,18950188.73,23.3598720299352,23.1908362217158,0.169035808219395,0.830653190247804,0.508736441134242,"stable",0.259156973465013
"PC 35:2","Com_2435_pos","PC 35:2","C43 H82 N O8 P",793.56013,11.206,794.56741,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",50911645.29,14374189.99,45012617.29,17411974.89,43382585.47,39015997.45,24.8805838854491,24.9340985985522,-0.0535147131031337,0.958457277014688,0.544398239880403,"stable",0.0610327849850223
"acetyl phospahte","Com_2525_pos","acetyl phospahte","C2 H5 O5 P",139.98757,1.199,318.93784,"No results","No results","Full match",NA,NA,NA,NA,3133754.539,5368947.198,5780086.662,4902531.353,8763211.618,3019894.623,22.271396823883,22.1327760762203,0.138620747662781,0.820724664455945,0.505730909308887,"stable",0.213700952742861
"PC O-38:5","Com_2568_pos","PC O-38:5","C46 H84 N O7 P",793.59568,11.655,794.60298,"No results","Full match","No results",NA,NA,NA,NA,23341929.97,5712207.859,6362922.731,16543634.78,23507146.96,24416700.02,24.3359113050725,23.1744319115243,1.16147939354827,0.296450653220074,0.335474867116595,"stable",1.06200654094117
"1-(4-methylphenyl)-3,5-diphenylpent-2-ene-1,5-dione","Com_2582_pos","1-(4-methylphenyl)-3,5-diphenylpent-2-ene-1,5-dione","C24 H20 O2",322.13616,7.416,323.14344,"Invalid mass","No results","No results",NA,NA,NA,NA,8103082.5,5188521.802,6789548.12199999,4310814.069,5622371.91899999,6179388.67699999,22.3404363525759,22.6506052243068,-0.310168871730944,0.420997269319707,0.386375514949836,"stable",0.876710135771616
"Valylproline","Com_2605_pos","Valylproline","C10 H18 N2 O3",214.13209,4.866,215.13937,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",17705790.22,17423383.97,18246027.13,17325973.42,24502727.35,17131843.2,24.2076830405125,24.0844394816333,0.123243558879249,0.574113704830268,0.429932367937897,"stable",0.554049671366829
"Benzoylecgonine","Com_2626_pos","Benzoylecgonine","C16 H19 N O4",289.13513,6.228,290.14239,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters",3593868.488,2831754.717,4046078.987,6255757.413,1459549.486,4025084.381,21.6648108102333,21.7194880384338,-0.054677228200557,0.924024192115139,0.535309926750905,"stable",0.0696130058217504
"1,4-dihydroxyheptadec-16-en-2-yl acetate","Com_2628_pos","1,4-dihydroxyheptadec-16-en-2-yl acetate","C19 H36 O4",310.2511,8.928,311.25838,"Invalid mass","No results","No results",NA,NA,NA,NA,29978698.63,27582740.2,25366751.09,22422178.68,25111440.1,27762493.28,24.5756327882214,24.717044097578,-0.141411309356567,0.466607742189863,0.400514379934313,"stable",0.864982267949997
"N1-Acetylspermine","Com_2645_pos","N1-Acetylspermine","C12 H28 N4 O",244.22704,1.283,245.23431,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Acetamides",1032511.995,929378.181,1054401.394,2298040.01,2346678.411,2518840.409,21.1861631633117,19.9372087043243,1.2489544589874,0.00177429182863303,0.169883843013426,"up",1.62066601086872
"L-Leucyl-L-Alanine","Com_2647_pos","L-Leucyl-L-Alanine","C9 H18 N2 O3",202.13182,1.813,203.13908,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",24986071.11,24514405.52,27891338.58,27878121.58,22647189.02,27926925.5,24.6335373656311,24.6183536696932,0.0151836959379033,0.865150173135922,0.51890100326155,"stable",0.106556601403431
"PC O-14:0","Com_2651_pos","PC O-14:0","C22 H46 N O7 P",467.30189,8.462,468.30915,"No results","Full match","Full match",NA,NA,NA,NA,2182544.944,1891788.036,1575439.148,884644.2969,1833729.282,3445008.875,20.7590544876574,20.8320738511829,-0.0730193635255425,0.926656035313483,0.536017357121667,"stable",0.101947925930036
"5,5-dimethyl-3-morpholinocyclohex-2-en-1-one","Com_2669_pos","5,5-dimethyl-3-morpholinocyclohex-2-en-1-one","C12 H19 N O2",209.142,6.104,210.14926,"Full match","No results","No results",NA,NA,NA,NA,17566403.87,16093904.98,13637843.6,13109779.36,16756815.01,15586763.02,23.8454009017525,23.9024796120329,-0.0570787102803578,0.788625783481243,0.495757319380644,"stable",0.304755373064413
"Sulfisoxazole","Com_2699_pos","Sulfisoxazole","C11 H13 N3 O3 S",289.0497,2.355,290.05698,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Aminobenzenesulfonamides",12723552.58,13110812.61,10070756.32,7030020.49899999,8054387.037,8147599.76899999,22.8814615056398,23.5029735600129,-0.621512054373042,0.0630768117064323,0.195199083442384,"stable",1.48958225142792
"diethyl 2-{[2-(2-thienylcarbonyl)hydrazino]methylidene}malonate","Com_2709_pos","diethyl 2-{[2-(2-thienylcarbonyl)hydrazino]methylidene}malonate","C13 H16 N2 O5 S",350.03428,4.766,351.04156,"Invalid mass","No results","No results",NA,NA,NA,NA,1579880.612,1452870.661,1402427.699,1137664.416,1275824.448,1142947.349,20.1749898476797,20.4937846402169,-0.318794792537179,0.0622347829082181,0.194531071257271,"stable",1.47794641916795
"1-(2-furyl)pentane-1,4-dione","Com_2710_pos","1-(2-furyl)pentane-1,4-dione","C9 H10 O3",188.04523,5.754,189.0525,"Invalid mass","No results","No results",NA,NA,NA,NA,4055474.32,4265458.169,4483823.936,3953167.253,5370407.412,4292694.159,22.1015432101532,22.0240022372815,0.0775409728716703,0.605245372212427,0.438576169491069,"stable",0.439468143724273
"L-Cystine","Com_2713_pos","L-Cystine","C6 H12 N2 O4 S2",240.02355,1.337,241.03077,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-cysteine-S-conjugates",3944866.531,4016994.972,4281709.775,10221155.76,8384330.564,35395126.85,23.7871221934892,21.9596619542103,1.82746023927884,0.097462159420908,0.215789546401277,"stable",1.32784491058275
"D-Glucosamine","Com_2773_pos","D-Glucosamine","C6 H13 N O5",179.0796,5.134,180.08694,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Hexoses",19869840.76,9388313.00400001,11447668.04,7599387.801,10822333.86,8934457.125,23.1053029093589,23.6183539641997,-0.513051054840787,0.385712770369598,0.374018961383308,"stable",0.953992689510308
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","Com_2778_pos","(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",222.10482,7.191,223.11209,"Invalid mass","No results","No results",NA,NA,NA,NA,4081261.732,5434792.706,4381527.184,2609426.929,9156475.76200001,9345075.369,22.5324791455271,22.1324599201763,0.400019225350746,0.530406158248958,0.417475396530939,"stable",0.499734111465254
"PC 20:3_20:3","Com_2779_pos","PC 20:3_20:3","C48 H84 N O8 P",833.59312,10.551,834.60059,"No results","Full match","No results",NA,NA,NA,NA,54659929.79,48189867.43,47720295.49,28916569.08,30374016.82,24839129.85,24.7359462421185,25.5781021360066,-0.84215589388814,0.0108372833306656,0.185426918779699,"down",1.57967087582275
"D-Serine","Com_2798_pos","D-Serine","C3 H7 N O3",105.04269,1.622,106.04997,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Serine and derivatives",15731850.47,17016099.82,18980641.58,37661582.58,23311798.79,33697455.63,24.8824278702394,24.0352025106204,0.847225359618978,0.0678249189935975,0.198730073320272,"stable",1.44230263870757
"3-(4-nitrophenyl)[1,2,3]triazolo[1,5-a]quinazolin-5-amine","Com_2808_pos","3-(4-nitrophenyl)[1,2,3]triazolo[1,5-a]quinazolin-5-amine","C15 H10 N6 O2",306.0869,6.107,307.09421,"Full match","No results","No results",NA,NA,NA,NA,467807.117,417545.4905,472348.3094,339254.3735,395759.7271,342555.0888,18.4507498881632,18.7855399040987,-0.334790015935564,0.121502984593018,0.230416192043219,"stable",1.42965881643344
"7-Methylguanosine","Com_2819_pos","7-Methylguanosine","C11 H15 N5 O5",297.10299,6.486,298.11027,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Purine nucleosides","Not available","Purine nucleosides",4537136.993,7292238.47100001,4635615.861,2822584.827,4607255.602,3846611.884,21.8130728522661,22.3518702298359,-0.538797377569775,0.057398536874301,0.190418011784034,"stable",1.08140173650627
"Cortisol","Com_2825_pos","Cortisol","C21 H30 O5",362.20661,6.983,363.21387,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Hydroxysteroids","21-hydroxysteroids",1437987.018,10413292.79,1308679.057,842589.284899999,856132.442300001,1056440.023,19.8009079826535,21.3624073737542,-1.56149939110068,0.268818094237403,0.320790825507651,"stable",1.01526370129908
"Bisphenol G","Com_2852_pos","Bisphenol G","C21 H28 O2",329.23918,9.57,330.24646,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Diphenylmethanes","Bisphenols",7695379.483,2394055.914,2510885.784,1104904.699,3223659.003,5416107.956,21.35486109553,21.7754504772235,-0.420589381693464,0.760536823564804,0.486693513967114,"stable",0.382638574042722
"1H-indol-3-yl(pyridin-2-yl)methanol","Com_2860_pos","1H-indol-3-yl(pyridin-2-yl)methanol","C14 H12 N2 O",246.08117,5.94,247.08844,"Invalid mass","No results","No results",NA,NA,NA,NA,442684.9191,402589.6826,407708.1476,332120.3223,384985.5109,337145.8062,18.4196014096714,18.6706828790617,-0.251081469390222,0.132306153749455,0.236448530900486,"stable",1.37419988978371
"Glycitin","Com_2903_pos","Glycitin","C22 H22 O10",468.0996,1.973,469.10687,"Invalid mass","No results","No results","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavonoid O-glycosides","Isoflavonoid O-glycosides",2041165.069,1867736.249,1846228.237,15199516.46,11304891.09,27270392.89,23.9962659999287,20.8699900736578,3.12627592627092,0.0151245741229532,0.186373203053451,"up",1.58533666549676
"Sitagliptin","Com_2999_pos","Sitagliptin","C16 H15 F6 N5 O",429.10381,5.214,430.11108,"Invalid mass","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Beta amino acids and derivatives",788462.253,716852.6287,738153.0885,1471471.731,708510.6853,927646.1015,19.9154911584956,19.5111865747861,0.4043045837095,0.26960221496053,0.321229550007997,"stable",0.889601317441527
"Ecgonine","Com_3008_pos","Ecgonine","C9 H15 N O3",185.10553,5.198,203.1391,"Full match","No results","No results","Alkaloids and derivatives","Tropane alkaloids","Not available","Tropane alkaloids",8088084.013,6744642.157,8255124.07199999,7683452.10799999,6011513.609,6975236.794,22.7088102782117,22.8698451637452,-0.1610348855335,0.081000810976058,0.207460847724028,"stable",0.81944081538467
"O1-morpholinocarbonyl-3-(trifluoromethyl)-1-benzenecarbohydroximamide","Com_3033_pos","O1-morpholinocarbonyl-3-(trifluoromethyl)-1-benzenecarbohydroximamide","C13 H14 F3 N3 O3",355.05074,1.929,356.05801,"Invalid mass","No results","No results",NA,NA,NA,NA,1265769.121,740827.699999999,7042697.826,5547207.051,23194865.36,617861.815,22.0358523233853,20.8393527059388,1.19649961744648,0.678518614309572,0.459703412379367,"stable",0.511882237580259
"2-Thio-acetyl MAGE","Com_3106_pos","2-Thio-acetyl MAGE","C21 H42 O3 S",356.27925,5.107,357.28653,"Invalid mass","No results","No results","Organic acids and derivatives","Thiocarboxylic acids and derivatives","Thioesters","Thioesters",583238.0645,602414.3797,604475.7708,487058.0004,511139.141600001,492931.3373,18.9227059268367,19.1864823410109,-0.263776414174192,0.00395447608558438,0.17982089199764,"down",1.59834368108969
"CAR 18:0","Com_3119_pos","CAR 18:0","C25 H50 N O4",427.36676,8.988,428.37404,"No results","Invalid mass","No results",NA,NA,NA,NA,7568964.599,6464611.856,4604921.591,986966.900800001,2517361.395,3730846.429,21.0023982128454,22.5368473366948,-1.53444912384944,0.182964951371714,0.269193809451784,"stable",1.27873138490047
