"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"N1-(2-amino-2-oxoethyl)-2-(isopropylthio)acetamide","Com_1756_pos","N1-(2-amino-2-oxoethyl)-2-(isopropylthio)acetamide","C7 H14 N2 O2 S",190.07855,6.357,191.08583,"Invalid mass","No results","No results",NA,NA,NA,NA,7481823.132,5924086.992,7249027.989,8490746.215,6197406.301,22.7903465222533,22.707491984904,0.082854537349327,0.782356710779367,0.446514093310683,"stable",0.333298857840215
"1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one","Com_1760_pos","1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one","C15 H24 O3",274.15469,6.952,275.16197,"Invalid mass","No results","No results",NA,NA,NA,NA,20202654.08,30350274.57,43999214.86,28081306.04,17562681.29,24.4045582409158,24.8380740590401,-0.433515818124306,0.43301210396882,0.344707309285294,"stable",0.706456358404939
"1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine","Com_1790_pos","1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine","C10 H16 N2 O3 S",244.08848,5.737,245.09576,"Full match","No results","Full match",NA,NA,NA,NA,4791950.041,3423799.259,3597693.062,10195921.79,10617167.52,23.3106922356864,21.8926629335526,1.41802930213379,0.00921942940957861,0.104567239001926,"up",1.50728067667967
"CAR 14:1","Com_1804_pos","CAR 14:1","C21 H40 N O4",369.28834,7.307,370.29562,"No results","Invalid mass","No results",NA,NA,NA,NA,22539802.8,15940146.88,16341270.92,42787148.15,42362776.63,25.3434840023102,24.1047166668828,1.23876733542734,0.0163148342227666,0.11639178873441,"up",1.48844175307255
"NAD+","Com_1825_pos","NAD+","C21 H27 N7 O14 P2",663.10975,2.851,332.56215,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",308843457.6,323073038.9,343298255.9,378571178.2,326586501.4,28.3894396293326,28.2748243115094,0.114615317823155,0.464799544528555,0.353148396257642,"stable",0.868637645959569
"N,N-Dimethyldecylamine N-oxide","Com_1838_pos","N,N-Dimethyldecylamine N-oxide","C12 H27 N O",201.20948,6.449,202.21676,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Aminoxides","Long-chain alkyl amine oxides",2911411.295,3763578.831,4095649.836,4251132.974,3792470.851,21.9370613086391,21.7608739788605,0.176187329778585,0.377694118787663,0.327921315857693,"stable",0.700641440099969
"2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrole-3-carboxamide","Com_1840_pos","2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrole-3-carboxamide","C9 H16 N2 O",168.12653,5.557,169.13382,"Full match","No results","No results",NA,NA,NA,NA,12097141.15,11107943.47,17293791.51,17473490.07,11651443.81,23.7663349312558,23.6590006927472,0.107334238508592,0.790344878719048,0.449026029643339,"stable",0.283126764290161
"WMH","Com_1884_pos","WMH","C22 H28 N6 O4 S",450.21102,5.775,473.20032,"Invalid mass","No results","No results",NA,NA,NA,NA,11349223.61,1077127.58,2993519.087,435230.902800001,3290696.602,20.1906915289791,21.6627530062888,-1.47206147730963,0.494160178753128,0.360289102570869,"stable",0.702389085862063
"1-Phenyl-3-methyl-5-pyrazolone","Com_1915_pos","1-Phenyl-3-methyl-5-pyrazolone","C10 H10 N2 O",174.07956,5.261,175.08684,"Full match","No results","No results",NA,NA,NA,NA,765712.780500001,1057418.372,1133747.951,1615292.053,1457804.57,20.5493647509564,19.8904090639983,0.658955686958137,0.0495603122908948,0.161894746578079,"up",1.32365271118493
"Decanoylcarnitine","Com_1990_pos","Decanoylcarnitine","C17 H33 N O4",315.24184,6.555,316.24911,"Full match","Invalid mass","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",3606001.941,6946060.97499999,7016361.261,12344690.7,10470586.68,23.4386131493615,22.4173413294262,1.02127181993528,0.0720170215466083,0.17999693222066,"stable",1.26288614421765
"D-Erythrose 4-phosphate","Com_1999_pos","D-Erythrose 4-phosphate","C4 H9 O7 P",200.00921,1.275,201.01646,"No results","No results","Full match",NA,NA,NA,NA,32830621.97,34165614.64,33699775.76,12049253.15,28698875.59,24.1484656343816,25.0002720490737,-0.851806414692135,0.403355342640323,0.336071193311954,"stable",1.12386707749346
"PC O-18:1","Com_2020_pos","PC O-18:1","C26 H52 N O7 P",521.34891,9.518,522.35619,"No results","Full match","Full match",NA,NA,NA,NA,21940483.07,18470540.84,12872891.53,13486724.16,12745291.09,23.6442488106205,24.047882514753,-0.403633704132435,0.214208806152292,0.263645876391334,"stable",0.96244757935176
"3-hydroxy-1,5-diphenylpentan-1-one","Com_2036_pos","3-hydroxy-1,5-diphenylpentan-1-one","C17 H18 O2",276.11298,7.319,277.12026,"Invalid mass","No results","No results",NA,NA,NA,NA,12699321.85,10491639.05,12464589.28,11890590.55,11781372.15,23.4966606368048,23.4974389587341,-0.000778321929335135,0.993734295533716,0.506098134685369,"stable",0.00614632705322153
"5,6-Dihydroxyindole-2-Carboxylic Acid","Com_2056_pos","5,6-Dihydroxyindole-2-Carboxylic Acid","C9 H7 N O4",193.03778,2.482,194.04505,"No results","No results","Full match",NA,NA,NA,NA,1934538.715,1799268.182,1801237.74,2593267.213,2385862.778,21.2462095393403,20.8143647190052,0.431844820335083,0.0372837071566776,0.148883784412726,"up",1.5024044958767
"3,4-dihydro-2H,6H-[1,3]thiazino[2,3-b]quinazolin-6-one","Com_2125_pos","3,4-dihydro-2H,6H-[1,3]thiazino[2,3-b]quinazolin-6-one","C11 H10 N2 O S",240.03183,5.962,241.0391,"Invalid mass","No results","No results",NA,NA,NA,NA,6373635.84699999,6668790.882,6194677.22,6140724.7,7363530.693,22.6809718727242,22.6117588745096,0.0692129982146135,0.690490702374503,0.415933257121473,"stable",0.548992331450929
"DNH","Com_2139_pos","DNH","C14 H20 N6 O7",384.14014,5.751,385.14742,"Full match","No results","No results",NA,NA,NA,NA,16965661.62,4776663.53300001,7367214.379,15735062.23,7592905.35500001,23.3818500715194,23.0054579924169,0.376392079102438,0.654234809062185,0.404334940241235,"stable",0.408300792006218
"5-[5-(ethylsulfonyl)-2-hydroxyanilino]-5-oxopentanoic acid","Com_2156_pos","5-[5-(ethylsulfonyl)-2-hydroxyanilino]-5-oxopentanoic acid","C13 H17 N O6 S",337.05808,1.921,338.06535,"Invalid mass","No results","No results",NA,NA,NA,NA,11062264.94,19596340.91,10409354.17,11618262.4,13915945.18,23.6000632739997,23.6448672165027,-0.0448039425030622,0.898073330956235,0.480803343349133,"stable",0.103203668907795
"N1-[4-hydroxy-6-(methoxymethyl)pyrimidin-2-yl]acetamide","Com_2158_pos","N1-[4-hydroxy-6-(methoxymethyl)pyrimidin-2-yl]acetamide","C8 H11 N3 O3",197.08033,3.352,198.08761,"Full match","No results","Full match",NA,NA,NA,NA,10389253.73,8132759.431,7691495.126,11634366.05,9189595.142,23.3017295690704,23.0462449454686,0.255484623601795,0.34953626571377,0.318151824490355,"stable",0.880546659690562
"N~1~-(2,4-dichlorophenyl)-N~2~-(2,2-dimethoxyethyl)ethanediamide","Com_2163_pos","N~1~-(2,4-dichlorophenyl)-N~2~-(2,2-dimethoxyethyl)ethanediamide","C12 H14 Cl2 N2 O4",337.05801,1.489,338.06524,"Invalid mass","No results","No results",NA,NA,NA,NA,1288083.903,1315321.816,1384944.78,13086506.03,15115208.76,23.7455370980433,20.3417255186971,3.40381157934619,0.0113394023062129,0.108760178102394,"up",1.54850821474776
"3-Indoleacetonitrile","Com_2172_pos","3-Indoleacetonitrile","C10 H8 N2",156.06907,5.266,157.07635,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Indoles","3-alkylindoles",3329482.371,3340986.171,3117837.759,4685109.28,5377405.327,22.2590650289727,21.6369411592616,0.622123869711061,0.0757816304384696,0.182235553600333,"stable",1.50826201228427
"Desthiobiotin","Com_2209_pos","Desthiobiotin","C10 H18 N2 O3",214.13208,5.781,215.13938,"Full match","No results","No results","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazolyl carboxylic acids and derivatives",13834283.16,11670174.77,12047956.46,12142152.28,14081358.65,23.6404020202301,23.5734508372088,0.0669511830213203,0.659700858300395,0.406001569989982,"stable",0.455569241738344
"CAR 16:1","Com_2211_pos","CAR 16:1","C23 H44 N O4",397.31971,7.913,398.32699,"No results","Invalid mass","No results",NA,NA,NA,NA,14849668.53,15109691.93,11333275.14,19771842.55,24352694.58,24.3872610320112,23.7023199347483,0.684941097262922,0.0573855538981532,0.16932141742649,"stable",1.37404484869895
"4-amino-2-(2,4-dimethoxyanilino)-5-pyrimidinecarbonitrile","Com_2267_pos","4-amino-2-(2,4-dimethoxyanilino)-5-pyrimidinecarbonitrile","C13 H13 N5 O2",271.10344,4.87,272.11072,"Invalid mass","No results","No results",NA,NA,NA,NA,4200625.892,4253490.034,4929121.259,5536973.899,5994847.438,22.4579789494578,22.0850958531208,0.372883096337041,0.028758705606318,0.136548357136498,"up",1.39380227322422
"LPC 14:1-SN1","Com_2319_pos","LPC 14:1-SN1","C22 H44 N O7 P",465.28629,8.107,466.29358,"No results","Full match","No results",NA,NA,NA,NA,820445.727700001,744733.391499999,419707.5676,735078.060400001,779350.049099999,19.5297249396793,19.2771459491145,0.252578990564814,0.491499243280302,0.35966580586086,"stable",0.541839560135875
"4-acetyl-4-(ethoxycarbonyl)heptanedioic acid","Com_2356_pos","4-acetyl-4-(ethoxycarbonyl)heptanedioic acid","C12 H18 O7",252.1215,5.178,275.11071,"Invalid mass","No results","No results",NA,NA,NA,NA,3668195.175,3089177.369,3306898.928,2651804.302,2836432.866,21.3870945839905,21.674159256713,-0.28706467272244,0.0457345923686075,0.157767995834573,"down",1.32781816843501
"CAR 7:0","Com_2393_pos","CAR 7:0","C14 H28 N O4",273.19426,5.821,274.20153,"No results","Invalid mass","No results",NA,NA,NA,NA,4043631.225,4647356.146,5314101.202,4224014.73000001,3502307.647,21.8750289108825,22.1455310168303,-0.270502105947855,0.24786915993874,0.276148822791516,"stable",1.02185527412781
"5'-Methylthioadenosine","Com_2394_pos","5'-Methylthioadenosine","C11 H15 N5 O3 S",297.09017,1.336,298.09736,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",9331554.108,9285527.752,8429881.914,14995151.78,7796434.51300001,23.3661879280968,23.102439803916,0.263748124180829,0.675360668236602,0.411092715802079,"stable",0.608114167663385
"(2E)-6-hydroxy-2-methyl-6-(4-methylphenyl)hept-2-enoic acid","Com_2418_pos","(2E)-6-hydroxy-2-methyl-6-(4-methylphenyl)hept-2-enoic acid","C15 H20 O3",230.12692,3.302,231.1342,"Invalid mass","No results","No results",NA,NA,NA,NA,1591062.897,3853626.825,1612550.713,1639330.467,1678557.806,20.6617330358081,21.0334193268936,-0.371686291085432,0.47159356300785,0.354853695288316,"stable",0.567678514630732
"Cytidine 5'-diphosphocholine","Com_2428_pos","Cytidine 5'-diphosphocholine","C14 H26 N4 O11 P2",244.05404,1.387,245.06136,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside diphosphates",2162566.728,3041799.486,2699581.746,2046387.018,814897.1023,20.3004529807324,21.3150371050645,-1.01458412433208,0.360256531342903,0.321980657768249,"stable",1.1504569483191
"25-hydroxycholecalciferol","Com_2434_pos","25-hydroxycholecalciferol","C27 H44 O2",400.33453,11.344,401.34189,"No results","Full match","Full match",NA,NA,NA,NA,12178167.6,10024753.21,7190454.545,8201997.384,11450869.05,23.2082488055743,23.1908362217158,0.0174125838585084,0.961519030483125,0.497859573831209,"stable",0.0460775624770372
"PC 35:2","Com_2435_pos","PC 35:2","C43 H82 N O8 P",793.56013,11.206,794.56741,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",50911645.29,14374189.99,45012617.29,64022267.9999999,58406059.33,25.8658425815191,24.9340985985522,0.931743982966839,0.248922331179559,0.276501878508732,"stable",0.902246637380801
"acetyl phospahte","Com_2525_pos","acetyl phospahte","C2 H5 O5 P",139.98757,1.199,318.93784,"No results","No results","Full match",NA,NA,NA,NA,3133754.539,5368947.198,5780086.662,8225311.967,2644632.583,22.1531374201166,22.1327760762203,0.0203613438963579,0.984426416585126,0.503745689694498,"stable",0.0257314835335701
"PC O-38:5","Com_2568_pos","PC O-38:5","C46 H84 N O7 P",793.59568,11.655,794.60298,"No results","Full match","No results",NA,NA,NA,NA,23341929.97,5712207.859,6362922.731,34232155.58,9015559.11900001,24.0664171703392,23.1744319115243,0.891985258814938,0.525815357795021,0.368038810253365,"stable",0.65406138692388
"1-(4-methylphenyl)-3,5-diphenylpent-2-ene-1,5-dione","Com_2582_pos","1-(4-methylphenyl)-3,5-diphenylpent-2-ene-1,5-dione","C24 H20 O2",322.13616,7.416,323.14344,"Invalid mass","No results","No results",NA,NA,NA,NA,8103082.5,5188521.802,6789548.12199999,10067569.18,6721623.805,22.9717952098812,22.6506052243068,0.321189985574343,0.458870801952227,0.351632902913307,"stable",0.768662741097181
"Valylproline","Com_2605_pos","Valylproline","C10 H18 N2 O3",214.13209,4.866,215.13937,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",17705790.22,17423383.97,18246027.13,16977531.78,17420072.06,24.03568532656,24.0844394816333,-0.0487541550732757,0.176143929987108,0.24592700895196,"stable",1.08474179050101
"Benzoylecgonine","Com_2626_pos","Benzoylecgonine","C16 H19 N O4",289.13513,6.228,290.14239,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters",3593868.488,2831754.717,4046078.987,2316012.324,2594690.926,21.2251713834877,21.7194880384338,-0.494316654946171,0.0678905517303682,0.177331625783317,"stable",1.25941439117926
"1,4-dihydroxyheptadec-16-en-2-yl acetate","Com_2628_pos","1,4-dihydroxyheptadec-16-en-2-yl acetate","C19 H36 O4",310.2511,8.928,311.25838,"Invalid mass","No results","No results",NA,NA,NA,NA,29978698.63,27582740.2,25366751.09,28659619.85,30021172.25,24.8059965567051,24.717044097578,0.0889524591271389,0.339821424848267,0.314558230756993,"stable",0.747964207069737
"N1-Acetylspermine","Com_2645_pos","N1-Acetylspermine","C12 H28 N4 O",244.22704,1.283,245.23431,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Acetamides",1032511.995,929378.181,1054401.394,1617985.489,1758652.333,20.6859030564977,19.9372087043243,0.748694352173462,0.00526448873576896,0.0905411027941833,"up",1.52062163708358
"L-Leucyl-L-Alanine","Com_2647_pos","L-Leucyl-L-Alanine","C9 H18 N2 O3",202.13182,1.813,203.13908,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",24986071.11,24514405.52,27891338.58,26213831.76,26751151.72,24.6584612931083,24.6183536696932,0.0401076234151461,0.565085073222413,0.378306894576533,"stable",0.453402820608281
"PC O-14:0","Com_2651_pos","PC O-14:0","C22 H46 N O7 P",467.30189,8.462,468.30915,"No results","Full match","Full match",NA,NA,NA,NA,2182544.944,1891788.036,1575439.148,1655570.638,1728993.157,20.690198932532,20.8320738511829,-0.141874918650956,0.40794406517089,0.337459730197398,"stable",0.650274298920629
"5,5-dimethyl-3-morpholinocyclohex-2-en-1-one","Com_2669_pos","5,5-dimethyl-3-morpholinocyclohex-2-en-1-one","C12 H19 N O2",209.142,6.104,210.14926,"Full match","No results","No results",NA,NA,NA,NA,17566403.87,16093904.98,13637843.6,13057855.59,16086770.31,23.7888930148918,23.9024796120329,-0.113586597141122,0.600889980875341,0.388179766545896,"stable",0.535806131199072
"Sulfisoxazole","Com_2699_pos","Sulfisoxazole","C11 H13 N3 O3 S",289.0497,2.355,290.05698,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Aminobenzenesulfonamides",12723552.58,13110812.61,10070756.32,11599914.83,9719176.60200001,23.3400067708492,23.5029735600129,-0.162966789163718,0.431872466375959,0.344389685764579,"stable",0.71146391906686
"diethyl 2-{[2-(2-thienylcarbonyl)hydrazino]methylidene}malonate","Com_2709_pos","diethyl 2-{[2-(2-thienylcarbonyl)hydrazino]methylidene}malonate","C13 H16 N2 O5 S",350.03428,4.766,351.04156,"Invalid mass","No results","No results",NA,NA,NA,NA,1579880.612,1452870.661,1402427.699,1341359.038,1314877.52,20.3408805047876,20.4937846402169,-0.152904135429257,0.0865688812045207,0.190188403125246,"stable",1.23692097345681
"1-(2-furyl)pentane-1,4-dione","Com_2710_pos","1-(2-furyl)pentane-1,4-dione","C9 H10 O3",188.04523,5.754,189.0525,"Invalid mass","No results","No results",NA,NA,NA,NA,4055474.32,4265458.169,4483823.936,4528725.225,4736073.99,22.142966883373,22.0240022372815,0.118964646091456,0.110419866076026,0.204929136746027,"stable",1.17487133051423
"L-Cystine","Com_2713_pos","L-Cystine","C6 H12 N2 O4 S2",240.02355,1.337,241.03077,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-cysteine-S-conjugates",3944866.531,4016994.972,4281709.775,3992318.94,3539792.779,21.8420145126623,21.9596619542103,-0.117647441547987,0.384692339279175,0.330211107683754,"stable",1.00661556613302
"D-Glucosamine","Com_2773_pos","D-Glucosamine","C6 H13 N O5",179.0796,5.134,180.08694,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Hexoses",19869840.76,9388313.00400001,11447668.04,14822961.15,13540380.78,23.7560476597583,23.6183539641997,0.137693695558607,0.714437108336794,0.42419369661792,"stable",0.287897865817355
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","Com_2778_pos","(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol","C9 H18 O6",222.10482,7.191,223.11209,"Invalid mass","No results","No results",NA,NA,NA,NA,4081261.732,5434792.706,4381527.184,9899567.039,4595868.418,22.6854200309752,22.1324599201763,0.552960110798832,0.495825525524814,0.360676876219175,"stable",0.906716169553204
